NO_OF_FRAMES	740
NO_OF_CAMERAS	16
NO_OF_MARKERS	70
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-07-08, 11:39:23.814	10092.39355540
DATA_INCLUDED	3D
MARKER_NAMES	RKneeIn_A	RKneeIn_B	RKneeOut_A	RKneeOut_B	LKneeIn_B	HeadFront_B	HeadFront_A	LKneeIn_A	HeadL_A	HeadL_B	HeadR_A	HeadR_B	Chest_A	Chest_B	WaistLFront_A	WaistLFront_B	WaistRFront_A	WaistRFront_B	LShoulderTop_A	LShoulderTop_B	RShoulderTop_A	RShoulderTop_B	SpineThoracic2_A	SpineThoracic2_B	SpineThoracic12_A	SpineThoracic12_B	WaistL_A	WaistL_B	WaistR_A	WaistR_B	WaistBack_A	WaistBack_B	LHeelBack_A	LHeelBack_B	RHeelBack_A	RHeelBack_B	LAnkleOut_A	LAnkleOut_B	RAnkleOut_A	RAnkleOut_B	LForefoot2_A	RForefoot2_A	LForefoot2_B	RForefoot2_B	LForefoot5_A	RForefoot5_A	LForefoot5_B	RForefoot5_B	LHand2_A	LHand2_B	RHand2_A	RHand2_B	LWristIn_A	LWristIn_B	RWristIn_A	RWristIn_B	LWristOut_A	RWristOut_A	LWristOut_B	RWristOut_B	LElbowIn_A	LElbowIn_B	RElbowIn_A	RElbowIn_B	LElbowOut_A	LElbowOut_B	RElbowOut_A	RElbowOut_B	LKneeOut_A	LKneeOut_B
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured
Frame	Time	SMPTE	RKneeIn_A X	RKneeIn_A Y	RKneeIn_A Z	RKneeIn_B X	RKneeIn_B Y	RKneeIn_B Z	RKneeOut_A X	RKneeOut_A Y	RKneeOut_A Z	RKneeOut_B X	RKneeOut_B Y	RKneeOut_B Z	LKneeIn_B X	LKneeIn_B Y	LKneeIn_B Z	HeadFront_B X	HeadFront_B Y	HeadFront_B Z	HeadFront_A X	HeadFront_A Y	HeadFront_A Z	LKneeIn_A X	LKneeIn_A Y	LKneeIn_A Z	HeadL_A X	HeadL_A Y	HeadL_A Z	HeadL_B X	HeadL_B Y	HeadL_B Z	HeadR_A X	HeadR_A Y	HeadR_A Z	HeadR_B X	HeadR_B Y	HeadR_B Z	Chest_A X	Chest_A Y	Chest_A Z	Chest_B X	Chest_B Y	Chest_B Z	WaistLFront_A X	WaistLFront_A Y	WaistLFront_A Z	WaistLFront_B X	WaistLFront_B Y	WaistLFront_B Z	WaistRFront_A X	WaistRFront_A Y	WaistRFront_A Z	WaistRFront_B X	WaistRFront_B Y	WaistRFront_B Z	LShoulderTop_A X	LShoulderTop_A Y	LShoulderTop_A Z	LShoulderTop_B X	LShoulderTop_B Y	LShoulderTop_B Z	RShoulderTop_A X	RShoulderTop_A Y	RShoulderTop_A Z	RShoulderTop_B X	RShoulderTop_B Y	RShoulderTop_B Z	SpineThoracic2_A X	SpineThoracic2_A Y	SpineThoracic2_A Z	SpineThoracic2_B X	SpineThoracic2_B Y	SpineThoracic2_B Z	SpineThoracic12_A X	SpineThoracic12_A Y	SpineThoracic12_A Z	SpineThoracic12_B X	SpineThoracic12_B Y	SpineThoracic12_B Z	WaistL_A X	WaistL_A Y	WaistL_A Z	WaistL_B X	WaistL_B Y	WaistL_B Z	WaistR_A X	WaistR_A Y	WaistR_A Z	WaistR_B X	WaistR_B Y	WaistR_B Z	WaistBack_A X	WaistBack_A Y	WaistBack_A Z	WaistBack_B X	WaistBack_B Y	WaistBack_B Z	LHeelBack_A X	LHeelBack_A Y	LHeelBack_A Z	LHeelBack_B X	LHeelBack_B Y	LHeelBack_B Z	RHeelBack_A X	RHeelBack_A Y	RHeelBack_A Z	RHeelBack_B X	RHeelBack_B Y	RHeelBack_B Z	LAnkleOut_A X	LAnkleOut_A Y	LAnkleOut_A Z	LAnkleOut_B X	LAnkleOut_B Y	LAnkleOut_B Z	RAnkleOut_A X	RAnkleOut_A Y	RAnkleOut_A Z	RAnkleOut_B X	RAnkleOut_B Y	RAnkleOut_B Z	LForefoot2_A X	LForefoot2_A Y	LForefoot2_A Z	RForefoot2_A X	RForefoot2_A Y	RForefoot2_A Z	LForefoot2_B X	LForefoot2_B Y	LForefoot2_B Z	RForefoot2_B X	RForefoot2_B Y	RForefoot2_B Z	LForefoot5_A X	LForefoot5_A Y	LForefoot5_A Z	RForefoot5_A X	RForefoot5_A Y	RForefoot5_A Z	LForefoot5_B X	LForefoot5_B Y	LForefoot5_B Z	RForefoot5_B X	RForefoot5_B Y	RForefoot5_B Z	LHand2_A X	LHand2_A Y	LHand2_A Z	LHand2_B X	LHand2_B Y	LHand2_B Z	RHand2_A X	RHand2_A Y	RHand2_A Z	RHand2_B X	RHand2_B Y	RHand2_B Z	LWristIn_A X	LWristIn_A Y	LWristIn_A Z	LWristIn_B X	LWristIn_B Y	LWristIn_B Z	RWristIn_A X	RWristIn_A Y	RWristIn_A Z	RWristIn_B X	RWristIn_B Y	RWristIn_B Z	LWristOut_A X	LWristOut_A Y	LWristOut_A Z	RWristOut_A X	RWristOut_A Y	RWristOut_A Z	LWristOut_B X	LWristOut_B Y	LWristOut_B Z	RWristOut_B X	RWristOut_B Y	RWristOut_B Z	LElbowIn_A X	LElbowIn_A Y	LElbowIn_A Z	LElbowIn_B X	LElbowIn_B Y	LElbowIn_B Z	RElbowIn_A X	RElbowIn_A Y	RElbowIn_A Z	RElbowIn_B X	RElbowIn_B Y	RElbowIn_B Z	LElbowOut_A X	LElbowOut_A Y	LElbowOut_A Z	LElbowOut_B X	LElbowOut_B Y	LElbowOut_B Z	RElbowOut_A X	RElbowOut_A Y	RElbowOut_A Z	RElbowOut_B X	RElbowOut_B Y	RElbowOut_B Z	LKneeOut_A X	LKneeOut_A Y	LKneeOut_A Z	LKneeOut_B X	LKneeOut_B Y	LKneeOut_B Z	
2336	23.35000	00:56:42:16	-1884.556	855.101	322.270	1957.126	1185.605	391.827	-1985.673	777.791	386.521	1938.334	1318.662	402.819	2115.242	966.707	393.338	1809.321	1155.759	1385.776	-1785.229	1166.505	1391.129	-1730.803	1304.100	364.531	-1886.855	1240.897	1319.487	1923.795	1067.688	1317.940	-1834.439	1036.651	1318.587	1919.811	1266.385	1336.444	-1758.031	1112.501	993.231	1859.161	1159.522	1048.741	-1873.052	1220.091	696.057	2107.789	1034.511	845.867	-1949.182	997.883	696.469	2072.936	1309.310	814.406	-1812.435	1246.957	1096.084	1886.518	1089.072	1168.464	-1823.914	968.222	1108.192	1860.182	1242.929	1163.118	-1961.066	1119.907	1148.305	2016.695	1184.322	1214.160	-2016.689	1120.968	1043.230	2090.922	1200.283	1138.909	-2013.039	1298.123	788.026	2156.787	1029.954	919.741	-2074.873	1004.100	786.642	2089.014	1333.862	884.947	-2055.843	1131.369	912.002	2159.990	1206.791	1026.401	-1878.357	1568.096	31.597	2391.757	824.615	109.058	-2211.570	847.816	43.584	2178.868	1284.675	42.204	-1805.823	1583.486	86.310	2331.209	767.403	168.366	-2175.504	767.255	77.102	2088.840	1336.828	106.082	-1648.134	1531.601	34.426	-2066.240	680.407	31.434	2177.457	690.268	19.532	1904.271	1294.937	41.774	-1672.661	1580.448	33.167	-2128.028	658.794	25.628	2252.303	656.225	19.681	1941.396	1351.453	24.328	-1633.512	1322.116	990.957	1505.434	846.323	1045.861	-1597.447	902.649	996.937	1360.654	1292.817	1020.031	-1690.614	1273.032	979.715	1579.110	828.894	975.082	-1660.708	957.448	1011.266	1422.288	1268.498	997.319	-1614.499	1286.944	923.945	-1596.985	941.504	930.636	1559.833	774.526	1051.593	1434.617	1365.237	1006.352	-1791.500	1266.113	882.425	1778.309	897.030	1017.421	-1791.968	960.660	884.855	1644.081	1264.477	1033.766	-1791.202	1343.760	788.650	1770.529	847.657	1109.101	-1805.908	862.259	818.068	1646.715	1367.740	1061.946	-1733.377	1423.762	421.936	2169.951	839.786	439.326
2337	23.36000	00:56:42:16	-1887.681	849.294	320.702	1957.025	1185.188	391.555	-1989.404	772.263	384.080	1938.239	1318.200	402.629	2115.865	966.273	393.007	1809.423	1154.250	1384.762	-1788.055	1156.008	1389.740	-1736.912	1297.612	362.166	-1891.089	1229.281	1318.102	1924.357	1066.519	1317.391	-1836.174	1025.539	1317.571	1919.619	1265.168	1335.525	-1761.797	1100.286	992.761	1861.605	1156.746	1047.165	-1876.449	1212.175	696.346	2109.286	1033.624	845.313	-1952.988	990.522	694.937	2072.730	1308.049	813.648	-1814.844	1236.179	1095.315	1887.335	1085.582	1165.911	-1827.097	958.031	1107.580	1858.679	1242.670	1160.455	-1963.895	1109.763	1147.085	2016.522	1183.400	1213.455	-2019.801	1111.384	1042.530	2091.430	1199.848	1138.292	-2015.525	1290.124	788.948	2158.465	1029.515	919.201	-2078.906	996.661	785.326	2088.701	1332.826	884.468	-2059.167	1123.086	911.679	2160.712	1206.482	1025.673	-1876.907	1568.012	31.729	2392.818	822.938	109.473	-2215.259	845.722	41.433	2178.856	1284.694	42.205	-1804.922	1582.407	87.189	2331.573	765.904	168.483	-2178.758	765.381	75.134	2088.848	1336.768	106.106	-1647.095	1531.230	35.042	-2068.205	679.062	31.309	2177.455	690.481	19.495	1904.257	1294.921	41.748	-1671.372	1579.664	34.979	-2129.352	656.547	23.314	2252.153	655.933	19.515	1941.382	1351.472	24.333	-1627.022	1326.057	979.194	1514.562	840.401	1030.253	-1591.706	888.677	987.629	1363.496	1294.271	1005.093	-1683.993	1272.260	974.466	1589.865	825.830	960.346	-1654.241	943.543	1006.758	1425.354	1268.275	984.283	-1611.074	1286.204	914.514	-1594.629	929.279	922.480	1569.501	769.014	1034.616	1437.781	1365.599	989.950	-1791.929	1258.556	881.019	1788.196	892.404	1008.018	-1790.904	951.579	885.510	1646.627	1265.745	1023.031	-1795.555	1336.253	787.169	1778.293	841.977	1098.933	-1808.215	853.059	817.267	1648.639	1368.668	1052.606	-1738.007	1416.360	420.957	2170.052	839.286	439.073
2338	23.37000	00:56:42:16	-1891.097	843.645	319.343	1956.767	1184.751	391.444	-1992.942	766.422	382.178	1938.094	1317.763	402.705	2116.582	965.806	392.624	1809.773	1152.606	1383.759	-1790.520	1145.578	1387.809	-1743.682	1291.104	359.539	-1894.361	1217.712	1316.214	1925.175	1065.237	1316.633	-1837.659	1014.458	1316.270	1919.665	1263.802	1334.694	-1765.461	1088.300	991.654	1863.523	1153.825	1045.154	-1880.091	1204.392	696.295	2110.375	1032.761	844.940	-1956.952	983.084	692.863	2072.891	1306.956	813.315	-1817.406	1225.091	1094.015	1888.413	1081.653	1163.375	-1830.051	948.053	1106.023	1857.454	1242.237	1157.804	-1966.466	1099.436	1145.946	2016.445	1182.245	1212.640	-2022.735	1101.596	1041.799	2092.102	1199.200	1137.367	-2018.282	1282.114	789.694	2159.577	1028.759	918.846	-2082.873	989.332	784.063	2088.690	1331.596	883.988	-2062.434	1114.804	911.238	2161.504	1205.944	1024.851	-1875.291	1567.633	31.818	2394.231	821.093	109.705	-2218.563	843.747	39.436	2178.810	1284.674	42.406	-1803.380	1580.786	87.836	2332.317	764.366	168.762	-2182.428	763.376	72.702	2088.734	1336.764	106.215	-1645.776	1530.994	35.879	-2069.891	677.919	31.205	2177.565	690.911	19.511	1904.213	1294.935	41.710	-1669.865	1578.874	36.805	-2130.822	654.724	21.270	2251.985	655.704	19.449	1941.359	1351.488	24.297	-1619.262	1331.564	964.878	1524.262	834.778	1014.703	-1583.305	875.331	974.599	1367.460	1295.855	990.997	-1676.066	1277.997	968.482	1601.144	823.214	945.754	-1645.736	928.717	999.827	1428.624	1268.312	971.403	-1607.677	1288.007	902.620	-1590.754	919.169	912.246	1579.968	763.879	1017.531	1441.936	1365.945	973.616	-1791.259	1251.886	878.498	1798.918	888.049	998.435	-1791.032	942.177	885.953	1650.029	1267.282	1011.911	-1799.277	1328.995	785.135	1786.810	836.357	1088.430	-1809.380	846.076	815.147	1651.338	1369.722	1043.890	-1742.471	1408.734	419.951	2170.113	838.653	438.825
2339	23.38000	00:56:42:16	-1894.514	837.756	318.621	1956.327	1184.247	391.564	-1996.419	760.170	380.676	1937.821	1317.375	403.028	2117.055	965.312	392.372	1810.301	1150.763	1382.809	-1792.634	1135.224	1385.479	-1750.753	1284.422	357.063	-1897.260	1206.259	1313.873	1925.981	1063.659	1315.730	-1838.920	1003.418	1314.581	1919.911	1262.263	1333.778	-1768.952	1076.616	989.630	1865.142	1151.147	1043.115	-1884.282	1196.812	696.020	2111.197	1031.699	844.684	-1962.083	975.883	691.497	2073.347	1305.793	813.122	-1819.785	1213.933	1092.224	1889.569	1077.340	1160.840	-1832.703	938.096	1103.738	1856.671	1241.665	1155.288	-1968.917	1088.844	1144.487	2016.601	1181.052	1211.665	-2025.695	1091.778	1040.922	2092.962	1198.401	1136.326	-2021.463	1274.211	790.072	2160.339	1027.765	918.652	-2087.064	982.123	782.643	2089.059	1330.236	883.450	-2065.921	1106.485	910.775	2162.314	1205.113	1023.867	-1873.687	1566.630	32.042	2395.841	819.032	109.567	-2221.197	842.413	37.363	2178.685	1284.665	42.535	-1802.550	1579.143	88.314	2333.231	762.815	169.067	-2185.329	761.763	70.213	2088.622	1336.671	106.340	-1644.456	1530.133	36.551	-2071.665	677.047	31.216	2177.720	691.563	19.636	1904.132	1294.942	41.643	-1668.265	1577.900	38.358	-2132.264	653.068	19.739	2251.734	655.559	19.406	1941.307	1351.500	24.297	-1609.742	1337.890	947.000	1534.504	829.192	999.120	-1572.443	863.687	958.915	1372.606	1297.246	977.214	-1667.337	1285.897	960.051	1613.103	820.185	931.410	-1635.067	913.313	990.653	1432.849	1268.413	958.277	-1602.626	1288.407	889.747	-1585.637	910.668	899.942	1591.145	758.955	1000.489	1447.109	1366.182	957.611	-1788.814	1245.418	876.025	1809.524	885.041	989.380	-1788.846	933.678	882.773	1654.658	1268.809	1001.151	-1803.201	1322.247	783.767	1795.793	831.187	1077.730	-1809.182	841.373	811.697	1654.384	1370.654	1035.520	-1746.796	1400.994	419.009	2169.928	837.895	438.482
2340	23.39000	00:56:42:17	-1897.530	831.430	318.919	1955.923	1183.763	391.735	-1999.630	753.393	379.674	1937.682	1316.995	403.278	2117.651	964.782	392.107	1811.014	1148.882	1381.986	-1794.156	1124.813	1382.602	-1757.625	1277.748	355.063	-1900.003	1194.705	1311.230	1926.331	1062.763	1314.495	-1839.922	992.298	1312.685	1920.584	1260.612	1332.906	-1772.087	1065.482	986.888	1866.473	1148.452	1041.497	-1888.597	1189.406	695.403	2111.755	1030.597	844.444	-1967.048	968.600	688.976	2074.070	1304.688	812.971	-1822.007	1202.719	1089.943	1890.685	1072.857	1158.407	-1834.939	927.856	1100.978	1856.492	1241.012	1153.235	-1971.275	1078.053	1142.505	2016.993	1179.482	1210.626	-2028.798	1081.919	1039.606	2093.985	1197.390	1135.203	-2024.702	1267.271	790.178	2160.934	1026.703	918.449	-2091.447	975.003	781.070	2089.867	1328.948	882.961	-2069.558	1098.206	910.144	2163.256	1203.990	1022.837	-1872.324	1564.978	32.297	2397.816	816.419	109.870	-2222.290	842.060	36.377	2178.607	1284.445	42.793	-1801.385	1575.776	89.516	2334.115	761.032	169.368	-2187.108	761.061	68.297	2088.487	1336.455	106.523	-1643.674	1527.631	37.213	-2070.626	677.347	32.496	2177.899	692.284	19.829	1904.057	1294.937	41.559	-1666.641	1575.563	39.628	-2133.061	652.541	18.976	2251.495	655.288	19.354	1941.282	1351.496	24.280	-1602.093	1345.328	929.376	1545.339	823.364	983.199	-1559.722	854.372	941.007	1378.553	1298.162	963.711	-1658.887	1295.620	949.266	1625.179	818.736	917.052	-1622.735	899.093	979.040	1438.272	1268.618	944.205	-1596.515	1290.009	875.900	-1579.199	904.130	885.581	1603.043	754.052	983.471	1453.028	1366.384	942.265	-1785.201	1240.493	872.238	1820.343	882.476	979.802	-1783.515	927.036	879.122	1660.069	1270.449	990.385	-1806.152	1316.529	782.752	1805.057	826.646	1067.211	-1807.691	838.537	807.750	1657.900	1371.406	1027.607	-1750.965	1393.444	418.268	2169.458	836.712	438.301
2341	23.40000	00:56:42:17	-1899.526	824.292	320.238	1955.669	1183.366	391.912	-2002.257	746.196	379.697	1937.708	1316.677	403.509	2118.302	964.066	391.578	1811.937	1146.895	1381.285	-1795.413	1114.417	1379.229	-1763.886	1271.223	353.459	-1902.287	1183.251	1308.372	1927.251	1060.947	1313.626	-1840.643	981.243	1310.116	1921.289	1258.786	1332.223	-1774.970	1054.683	983.439	1867.413	1146.069	1040.441	-1892.568	1181.811	694.213	2112.217	1029.276	844.181	-1971.974	961.839	686.436	2074.968	1303.520	812.399	-1824.195	1191.578	1087.358	1892.220	1068.566	1156.010	-1836.786	918.107	1096.981	1857.018	1240.145	1151.329	-1973.520	1067.160	1139.979	2017.707	1177.782	1209.690	-2031.945	1072.228	1037.939	2095.185	1196.102	1133.922	-2028.581	1260.597	790.175	2161.205	1025.181	917.903	-2095.951	968.273	779.229	2090.810	1327.635	882.498	-2073.260	1090.148	909.389	2164.309	1202.589	1021.721	-1871.211	1562.852	32.458	2400.080	813.384	110.413	-2222.366	841.928	36.464	2178.528	1284.297	42.846	-1800.797	1572.679	89.949	2335.051	758.748	169.576	-2188.272	761.238	68.305	2088.413	1336.232	106.654	-1643.327	1522.801	37.671	-2070.913	676.616	32.663	2178.173	693.157	19.921	1904.004	1294.951	41.513	-1665.539	1571.225	40.386	-2133.639	651.988	18.431	2251.236	654.995	19.273	1941.251	1351.489	24.219	-1591.845	1351.896	906.753	1556.466	817.072	966.662	-1546.569	847.581	921.359	1385.705	1298.603	948.748	-1649.254	1305.951	936.287	1637.947	817.805	902.982	-1608.743	887.832	964.265	1444.737	1268.808	929.341	-1590.714	1291.023	859.126	-1571.394	899.865	869.443	1615.757	749.139	966.458	1459.760	1366.696	927.759	-1779.889	1236.057	868.299	1830.975	880.790	971.255	-1776.046	921.808	875.355	1665.345	1270.759	981.194	-1808.592	1311.597	782.534	1814.458	822.793	1057.151	-1804.498	836.947	803.217	1661.808	1371.833	1019.747	-1754.476	1386.342	417.988	2169.115	835.609	437.815
2342	23.41000	00:56:42:17	-1900.197	816.553	322.771	1955.593	1183.017	391.964	-2004.497	738.875	380.582	1937.826	1316.369	403.532	2118.948	963.137	391.066	1813.049	1144.884	1380.836	-1796.338	1103.885	1375.570	-1769.168	1264.934	352.393	-1904.430	1171.717	1305.533	1928.772	1058.241	1313.356	-1840.939	970.301	1306.874	1922.224	1256.807	1331.626	-1777.462	1044.325	979.400	1868.410	1143.909	1039.494	-1898.020	1176.053	693.167	2112.621	1027.825	843.704	-1976.860	955.450	683.497	2075.859	1301.936	812.050	-1826.403	1180.659	1084.764	1894.063	1064.785	1153.580	-1838.213	908.747	1092.163	1857.719	1238.788	1149.798	-1975.679	1056.328	1136.909	2018.624	1175.947	1208.677	-2034.933	1062.615	1036.005	2096.570	1194.577	1132.534	-2032.954	1253.985	789.883	2161.679	1023.860	917.526	-2100.428	961.649	777.226	2091.795	1326.157	881.819	-2077.082	1082.243	908.194	2165.482	1200.972	1020.599	-1870.493	1559.366	32.386	2402.619	809.716	111.361	-2222.108	842.548	37.010	2178.506	1284.149	42.789	-1800.141	1568.058	90.290	2336.001	756.156	170.125	-2188.236	760.428	68.421	2088.400	1336.030	106.614	-1643.170	1516.538	37.743	-2071.108	675.837	32.575	2178.452	694.299	19.932	1903.983	1294.935	41.475	-1664.873	1565.217	40.573	-2133.967	651.335	18.055	2250.846	654.694	19.157	1941.269	1351.492	24.260	-1582.768	1357.987	881.799	1567.906	810.432	949.942	-1533.371	843.935	900.589	1392.933	1298.900	933.615	-1639.382	1317.201	920.745	1652.406	813.632	888.627	-1593.295	882.245	947.157	1452.153	1269.203	914.332	-1587.768	1294.511	842.668	-1563.483	896.082	850.630	1629.275	744.239	949.547	1467.087	1367.090	913.966	-1775.274	1233.664	864.855	1841.637	879.795	962.955	-1768.556	917.902	870.907	1670.687	1270.666	972.991	-1808.899	1307.032	781.472	1823.979	819.592	1047.313	-1799.581	835.969	798.685	1666.433	1372.023	1011.974	-1757.837	1379.473	417.788	2168.743	834.232	437.360
2343	23.42000	00:56:42:17	-1900.735	808.647	325.115	1955.763	1182.805	391.802	-2006.967	731.682	381.516	1938.136	1315.477	402.854	2119.700	961.802	390.521	1814.306	1142.659	1380.593	-1797.088	1093.324	1371.768	-1773.566	1258.855	351.949	-1906.363	1160.252	1302.640	1929.906	1056.059	1312.829	-1840.928	959.431	1303.044	1923.387	1254.659	1331.205	-1779.332	1034.368	974.715	1869.780	1141.898	1038.462	-1903.441	1170.214	691.486	2113.118	1026.239	843.021	-1981.810	949.287	680.515	2076.726	1300.382	811.643	-1828.314	1170.132	1082.122	1896.463	1061.539	1151.451	-1839.059	900.017	1086.617	1858.921	1237.479	1147.943	-1977.447	1045.497	1133.990	2019.747	1173.871	1207.883	-2037.505	1053.175	1033.927	2098.206	1192.809	1131.376	-2037.626	1247.531	789.187	2162.219	1022.041	916.989	-2104.866	955.240	774.927	2092.848	1324.670	881.281	-2080.891	1074.552	906.830	2166.812	1199.027	1019.467	-1870.274	1553.869	32.226	2405.212	805.536	112.143	-2221.583	842.473	37.341	2178.563	1284.033	42.578	-1800.015	1562.513	90.509	2337.006	753.180	170.644	-2188.380	759.946	68.604	2088.558	1335.825	106.541	-1643.024	1510.589	37.823	-2071.312	674.954	32.525	2178.763	695.531	20.012	1904.042	1294.942	41.514	-1664.824	1559.163	40.368	-2131.495	650.646	19.080	2250.359	654.293	19.093	1941.306	1351.491	24.277	-1573.937	1363.048	853.414	1579.638	803.405	933.406	-1520.130	843.870	879.453	1400.265	1299.586	917.848	-1629.942	1328.098	903.137	1665.810	812.153	874.843	-1577.181	883.493	929.650	1459.945	1270.001	899.965	-1584.815	1296.724	824.460	-1554.787	894.714	830.339	1643.609	739.390	932.958	1474.966	1367.814	900.745	-1770.239	1232.285	862.553	1851.735	880.385	955.848	-1760.838	915.712	865.573	1676.526	1270.377	965.441	-1808.867	1302.982	781.847	1834.018	816.880	1037.663	-1793.302	835.230	795.067	1671.777	1371.907	1004.147	-1760.415	1372.992	418.190	2168.471	832.639	436.871
2344	23.43000	00:56:42:18	-1901.711	800.882	326.995	1956.098	1182.615	391.468	-2009.677	724.785	381.992	1939.266	1315.257	403.325	2120.795	960.239	389.747	1815.680	1140.306	1380.479	-1797.587	1082.670	1367.859	-1776.454	1252.844	352.487	-1908.142	1148.928	1299.988	1931.205	1053.787	1312.448	-1840.589	948.811	1298.488	1924.584	1252.370	1331.046	-1781.279	1025.338	969.576	1871.404	1140.021	1037.174	-1907.799	1164.307	689.968	2113.537	1024.461	842.376	-1986.152	943.223	677.794	2077.597	1298.678	811.425	-1829.849	1160.059	1079.320	1899.249	1058.641	1149.586	-1839.379	892.290	1080.753	1860.162	1236.264	1146.331	-1978.823	1036.453	1131.015	2021.021	1171.686	1207.253	-2039.815	1043.948	1032.139	2100.029	1190.740	1130.258	-2042.478	1241.164	788.141	2162.755	1019.992	916.176	-2109.223	948.934	772.476	2093.939	1322.799	880.963	-2084.607	1065.675	904.909	2168.245	1196.818	1018.434	-1870.657	1546.949	32.504	2407.842	801.016	113.067	-2220.935	842.144	36.949	2178.662	1283.964	42.245	-1800.406	1555.906	90.559	2338.208	749.468	171.724	-2188.822	759.306	68.445	2088.684	1335.734	106.370	-1643.343	1504.337	37.788	-2071.790	674.263	32.350	2179.231	696.913	19.834	1904.102	1294.979	41.574	-1664.981	1552.837	39.979	-2131.640	650.023	18.950	2249.860	653.600	19.092	1941.356	1351.504	24.270	-1570.918	1368.812	827.158	1592.314	796.240	916.201	-1507.214	847.415	858.143	1407.785	1300.937	901.881	-1622.124	1339.140	883.289	1679.492	810.758	861.839	-1561.212	887.793	910.944	1467.934	1270.748	886.091	-1581.403	1298.259	805.720	-1546.740	894.965	809.947	1658.699	734.707	916.467	1483.432	1368.779	887.731	-1765.042	1232.712	860.308	1862.402	880.597	948.318	-1750.859	914.424	861.414	1682.233	1269.769	958.650	-1808.646	1301.948	782.288	1844.724	814.381	1028.118	-1785.580	834.371	792.123	1677.628	1371.654	996.153	-1762.202	1366.817	419.113	2168.267	830.701	436.341
2345	23.44000	00:56:42:18	-1902.930	793.284	328.436	1956.396	1182.429	391.095	-2012.667	718.210	381.947	1940.179	1314.935	403.447	2122.012	958.376	388.931	1817.200	1137.708	1380.496	-1798.049	1072.063	1363.837	-1777.766	1246.792	353.944	-1909.748	1137.600	1297.069	1932.662	1051.305	1312.245	-1839.905	938.502	1293.222	1925.994	1249.826	1331.201	-1783.053	1017.002	963.881	1873.103	1137.971	1035.990	-1912.623	1158.795	688.267	2114.040	1022.528	841.499	-1991.037	937.872	674.522	2078.482	1296.712	811.399	-1831.099	1150.471	1076.259	1902.008	1055.892	1147.926	-1839.072	885.197	1075.097	1861.463	1235.036	1144.936	-1979.758	1026.668	1127.627	2022.601	1169.369	1206.883	-2041.488	1035.228	1029.968	2102.049	1188.372	1129.464	-2047.607	1234.815	786.931	2163.487	1017.584	915.216	-2113.604	942.560	769.834	2094.923	1320.628	880.779	-2088.244	1058.142	903.239	2169.860	1194.346	1017.494	-1871.545	1538.621	32.750	2410.389	796.115	113.978	-2220.586	842.136	37.311	2178.760	1283.935	41.860	-1801.683	1548.720	90.940	2339.233	745.791	172.295	-2189.347	758.713	68.508	2088.884	1335.635	106.195	-1643.947	1497.527	37.876	-2072.256	673.602	32.175	2179.866	698.104	19.828	1904.178	1294.971	41.668	-1666.059	1546.164	39.581	-2132.316	649.656	18.625	2249.311	652.942	18.828	1941.399	1351.518	24.322	-1568.113	1372.689	799.242	1605.613	789.162	899.845	-1494.086	853.711	835.028	1415.715	1303.003	885.841	-1615.461	1349.865	861.198	1694.108	808.958	849.282	-1545.691	893.536	890.861	1476.365	1272.160	872.816	-1580.338	1302.544	784.562	-1539.263	899.699	789.075	1674.458	730.318	900.345	1492.513	1370.054	874.782	-1754.752	1234.598	859.578	1873.210	880.602	940.971	-1742.265	914.282	855.335	1688.019	1268.942	952.324	-1808.249	1297.774	782.488	1855.830	811.824	1018.834	-1776.855	833.659	789.934	1684.100	1371.749	988.226	-1763.717	1360.850	420.622	2167.975	828.409	435.881
