NO_OF_FRAMES	287
NO_OF_CAMERAS	16
NO_OF_MARKERS	41
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-07-07, 11:43:37.424	11577.76636880
DATA_INCLUDED	3D
MARKER_NAMES	Federico_HeadFront	Federico_HeadL	Federico_HeadR	Federico_Chest	Federico_WaistLFront	Federico_WaistRFront	Federico_LShoulderTop	Federico_RShoulderTop	Federico_SpineThoracic2	Federico_SpineThoracic12	Federico_WaistBack	Federico_WaistL	Federico_WaistR	Federico_LThighFrontLow	Federico_RThighFrontLow	Federico_LKneeOut	Federico_LKneeIn	Federico_RKneeOut	Federico_RKneeIn	Federico_LShinFrontHigh	Federico_RShinFrontHigh	Federico_LHeelBack	Federico_RHeelBack	Federico_LAnkleOut	Federico_RAnkleOut	Federico_LForefoot2	Federico_RForefoot2	Federico_LForefoot5	Federico_RForefoot5	Federico_LHand2	Federico_RHand2	Federico_LWristIn	Federico_RWristIn	Federico_LWristOut	Federico_RWristOut	Federico_LArm	Federico_RArm	Federico_LElbowIn	Federico_RElbowIn	Federico_LElbowOut	Federico_RElbowOut
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Mixed	Measured	Measured
Frame	Time	SMPTE	Federico_HeadFront X	Federico_HeadFront Y	Federico_HeadFront Z	Federico_HeadL X	Federico_HeadL Y	Federico_HeadL Z	Federico_HeadR X	Federico_HeadR Y	Federico_HeadR Z	Federico_Chest X	Federico_Chest Y	Federico_Chest Z	Federico_WaistLFront X	Federico_WaistLFront Y	Federico_WaistLFront Z	Federico_WaistRFront X	Federico_WaistRFront Y	Federico_WaistRFront Z	Federico_LShoulderTop X	Federico_LShoulderTop Y	Federico_LShoulderTop Z	Federico_RShoulderTop X	Federico_RShoulderTop Y	Federico_RShoulderTop Z	Federico_SpineThoracic2 X	Federico_SpineThoracic2 Y	Federico_SpineThoracic2 Z	Federico_SpineThoracic12 X	Federico_SpineThoracic12 Y	Federico_SpineThoracic12 Z	Federico_WaistBack X	Federico_WaistBack Y	Federico_WaistBack Z	Federico_WaistL X	Federico_WaistL Y	Federico_WaistL Z	Federico_WaistR X	Federico_WaistR Y	Federico_WaistR Z	Federico_LThighFrontLow X	Federico_LThighFrontLow Y	Federico_LThighFrontLow Z	Federico_RThighFrontLow X	Federico_RThighFrontLow Y	Federico_RThighFrontLow Z	Federico_LKneeOut X	Federico_LKneeOut Y	Federico_LKneeOut Z	Federico_LKneeIn X	Federico_LKneeIn Y	Federico_LKneeIn Z	Federico_RKneeOut X	Federico_RKneeOut Y	Federico_RKneeOut Z	Federico_RKneeIn X	Federico_RKneeIn Y	Federico_RKneeIn Z	Federico_LShinFrontHigh X	Federico_LShinFrontHigh Y	Federico_LShinFrontHigh Z	Federico_RShinFrontHigh X	Federico_RShinFrontHigh Y	Federico_RShinFrontHigh Z	Federico_LHeelBack X	Federico_LHeelBack Y	Federico_LHeelBack Z	Federico_RHeelBack X	Federico_RHeelBack Y	Federico_RHeelBack Z	Federico_LAnkleOut X	Federico_LAnkleOut Y	Federico_LAnkleOut Z	Federico_RAnkleOut X	Federico_RAnkleOut Y	Federico_RAnkleOut Z	Federico_LForefoot2 X	Federico_LForefoot2 Y	Federico_LForefoot2 Z	Federico_RForefoot2 X	Federico_RForefoot2 Y	Federico_RForefoot2 Z	Federico_LForefoot5 X	Federico_LForefoot5 Y	Federico_LForefoot5 Z	Federico_RForefoot5 X	Federico_RForefoot5 Y	Federico_RForefoot5 Z	Federico_LHand2 X	Federico_LHand2 Y	Federico_LHand2 Z	Federico_RHand2 X	Federico_RHand2 Y	Federico_RHand2 Z	Federico_LWristIn X	Federico_LWristIn Y	Federico_LWristIn Z	Federico_RWristIn X	Federico_RWristIn Y	Federico_RWristIn Z	Federico_LWristOut X	Federico_LWristOut Y	Federico_LWristOut Z	Federico_RWristOut X	Federico_RWristOut Y	Federico_RWristOut Z	Federico_LArm X	Federico_LArm Y	Federico_LArm Z	Federico_RArm X	Federico_RArm Y	Federico_RArm Z	Federico_LElbowIn X	Federico_LElbowIn Y	Federico_LElbowIn Z	Federico_RElbowIn X	Federico_RElbowIn Y	Federico_RElbowIn Z	Federico_LElbowOut X	Federico_LElbowOut Y	Federico_LElbowOut Z	Federico_RElbowOut X	Federico_RElbowOut Y	Federico_RElbowOut Z	
1791	17.90000	00:58:24:05	2060.672	1023.647	1560.859	2165.451	940.078	1441.222	2155.734	1128.524	1459.997	2028.116	1029.908	1157.163	2099.110	895.479	853.991	2023.330	1132.100	850.448	2145.909	901.530	1280.046	2109.402	1178.032	1280.360	2244.873	1057.182	1273.162	2275.312	1058.859	1032.118	2256.625	1088.991	859.097	2193.876	884.427	860.036	2096.704	1210.100	856.891	1991.391	840.513	490.796	1824.107	1088.301	585.563	2106.393	844.404	349.481	1991.105	960.896	351.391	1845.058	1158.534	433.730	1858.537	1001.797	442.055	2051.960	867.171	247.298	1779.998	1095.812	370.382	2344.071	1096.947	30.548	2087.794	1115.693	21.394	2327.704	1007.497	70.064	2017.025	1174.366	53.423	2205.549	912.326	32.730	1857.593	1092.529	34.169	2253.097	899.553	29.715	1858.634	1145.329	24.221	1900.680	971.523	1233.163	1922.604	1155.126	1205.573	1912.780	1027.137	1192.268	1892.085	1106.190	1166.356	1820.965	991.791	1176.118	1851.895	1188.051	1205.907	2106.821	840.585	1047.833	2043.583	1302.504	1060.188	1993.163	935.643	965.339	1950.287	1218.030	976.369	1961.805	840.308	1026.209	1915.544	1317.762	1048.605
1792	17.91000	00:58:24:06	2060.121	1023.570	1565.609	2164.240	939.561	1445.679	2155.082	1128.058	1464.222	2026.569	1029.493	1161.645	2097.656	895.609	857.962	2022.146	1132.444	854.919	2144.032	900.990	1284.577	2108.055	1177.157	1285.295	2243.481	1056.166	1277.632	2273.631	1058.083	1036.549	2255.385	1089.217	864.034	2192.429	884.768	864.269	2095.454	1210.432	861.696	1993.007	841.587	493.509	1825.274	1088.831	587.307	2108.955	845.481	351.954	1993.515	962.157	354.205	1847.060	1159.924	435.276	1861.189	1003.241	443.707	2053.859	868.145	250.162	1782.098	1096.733	371.868	2344.394	1096.699	30.466	2087.754	1115.891	21.637	2328.280	1007.225	69.884	2016.986	1174.515	53.350	2205.798	912.221	32.757	1857.587	1092.482	34.031	2253.265	899.390	29.590	1858.543	1145.306	24.104	1897.362	970.961	1238.988	1919.956	1154.354	1211.074	1911.567	1025.719	1196.777	1883.794	1103.932	1174.515	1817.842	991.185	1181.664	1849.211	1187.631	1210.941	2103.764	839.461	1053.028	2042.113	1301.900	1065.395	1989.935	934.035	971.031	1948.643	1217.323	981.475	1958.533	839.191	1031.897	1913.932	1317.262	1053.912
1793	17.92000	00:58:24:06	2059.323	1023.319	1570.962	2163.009	938.940	1451.000	2154.464	1127.529	1469.434	2024.832	1029.077	1166.984	2096.182	895.759	862.896	2022.412	1133.142	859.069	2142.161	900.481	1290.056	2106.708	1176.218	1290.906	2242.085	1055.156	1282.931	2271.812	1057.465	1042.042	2253.918	1089.431	869.867	2190.902	885.102	869.209	2093.939	1210.672	867.191	1995.178	842.668	496.737	1826.729	1089.611	589.123	2112.274	847.036	355.002	1996.405	963.452	357.699	1849.483	1161.518	437.232	1864.071	1004.485	445.484	2056.435	869.117	253.511	1784.690	1097.870	373.764	2344.847	1096.432	30.369	2087.675	1115.924	21.740	2329.026	1006.852	69.519	2016.938	1174.721	53.221	2206.110	912.059	32.783	1857.565	1092.485	33.885	2253.556	899.181	29.496	1858.474	1145.305	24.015	1893.058	970.306	1246.229	1916.555	1153.546	1218.376	1907.738	1025.056	1203.322	1886.694	1105.245	1177.704	1813.797	990.429	1188.643	1845.875	1187.155	1217.725	2100.384	838.297	1059.216	2040.103	1301.112	1071.706	1985.894	932.754	977.809	1946.271	1216.642	987.785	1954.823	838.100	1039.033	1911.636	1316.550	1060.503
1794	17.93000	00:58:24:06	2058.420	1022.948	1577.113	2161.692	938.296	1456.991	2153.787	1126.850	1475.498	2023.168	1028.780	1173.453	2094.895	896.051	868.632	2021.089	1133.183	865.081	2140.322	900.071	1296.398	2105.442	1175.207	1297.597	2240.671	1054.178	1288.857	2270.050	1056.761	1048.035	2252.324	1089.662	876.530	2189.400	885.545	875.242	2092.293	1210.838	873.339	1997.887	843.885	500.392	1828.420	1090.653	591.269	2116.270	848.950	358.715	2000.149	964.980	361.762	1852.131	1163.498	439.760	1867.578	1006.319	447.661	2059.668	870.159	257.344	1787.735	1099.443	375.910	2345.370	1096.160	30.255	2087.293	1114.448	21.344	2329.890	1006.434	69.100	2016.988	1175.028	53.090	2206.493	911.871	32.777	1857.545	1092.543	33.822	2253.820	898.984	29.350	1858.430	1145.325	23.890	1887.805	969.429	1255.264	1912.144	1152.876	1227.257	1902.595	1024.343	1211.959	1882.065	1104.376	1186.569	1808.795	989.523	1197.048	1841.472	1186.589	1226.156	2096.513	837.174	1066.533	2037.520	1300.260	1079.432	1981.094	931.619	985.998	1942.947	1215.690	995.755	1950.512	837.093	1047.614	1908.536	1315.686	1068.996
1795	17.94000	00:58:24:06	2057.434	1022.454	1583.923	2160.360	937.586	1463.692	2153.093	1126.139	1482.348	2021.359	1028.467	1180.672	2093.649	896.282	875.101	2018.856	1132.928	872.383	2138.507	899.804	1303.510	2104.250	1174.130	1305.060	2239.228	1053.218	1295.488	2268.038	1056.101	1054.851	2250.595	1089.816	884.051	2187.824	885.941	881.888	2090.544	1210.931	880.095	2001.025	845.312	504.678	1830.382	1091.863	593.574	2120.981	851.041	363.252	2004.464	966.503	366.184	1855.800	1165.513	442.402	1871.506	1007.974	450.078	2063.492	871.185	261.893	1791.439	1100.997	378.292	2345.946	1095.817	30.128	2087.233	1114.620	21.444	2330.868	1005.969	68.728	2017.069	1175.392	52.935	2206.968	911.635	32.825	1857.584	1092.601	33.778	2254.163	898.769	29.220	1858.380	1145.357	23.826	1881.320	968.442	1265.668	1906.663	1151.490	1238.075	1896.178	1023.397	1222.225	1874.701	1103.464	1198.721	1802.716	988.232	1206.895	1836.027	1185.903	1236.458	2091.229	836.771	1076.008	2034.074	1299.266	1088.418	1975.367	930.530	995.784	1938.463	1214.484	1005.450	1945.612	836.152	1057.708	1904.315	1314.541	1079.335
1796	17.95000	00:58:24:07	2056.437	1021.985	1591.342	2158.990	936.849	1470.959	2152.384	1125.451	1489.857	2020.282	1029.296	1188.257	2092.203	896.474	882.476	2017.068	1132.621	880.245	2136.688	899.603	1311.228	2103.076	1172.979	1313.339	2237.790	1052.255	1302.676	2266.097	1055.354	1062.291	2248.850	1089.848	892.331	2186.297	886.396	889.480	2088.755	1210.982	887.574	2004.557	846.694	509.464	1832.864	1093.313	596.076	2126.286	853.239	368.443	2011.667	969.496	369.751	1860.200	1167.746	445.264	1875.983	1009.862	452.572	2067.857	872.359	267.066	1795.709	1102.874	380.851	2346.471	1095.528	30.074	2087.129	1114.880	21.541	2331.823	1005.506	68.385	2017.136	1175.841	52.790	2207.463	911.421	32.824	1857.681	1092.703	33.823	2254.503	898.578	29.137	1858.385	1145.436	23.762	1873.764	967.159	1277.935	1899.651	1150.382	1250.605	1889.735	1023.323	1233.897	1867.775	1102.275	1210.622	1795.479	986.452	1218.502	1829.241	1185.190	1248.400	2084.611	836.403	1086.287	2029.727	1298.332	1098.703	1968.812	929.679	1007.088	1932.687	1213.295	1016.595	1939.990	835.202	1069.165	1899.304	1313.238	1091.322
1797	17.96000	00:58:24:07	2055.366	1021.451	1599.257	2157.666	936.099	1478.830	2151.596	1124.726	1497.894	2018.504	1029.079	1196.742	2091.096	896.861	890.544	2015.557	1132.538	888.720	2134.980	899.441	1319.523	2101.998	1171.809	1321.952	2236.409	1051.328	1310.446	2264.214	1054.443	1070.184	2247.040	1089.859	901.268	2184.687	886.787	897.718	2087.043	1210.975	895.476	2008.535	848.351	514.701	1835.745	1094.740	598.786	2132.174	855.541	374.282	2015.545	970.912	376.410	1865.162	1170.054	448.434	1881.079	1011.850	455.421	2072.679	873.864	272.589	1800.555	1104.931	383.764	2346.922	1095.235	29.988	2087.089	1115.248	21.664	2332.862	1005.008	67.952	2017.275	1176.315	52.536	2207.987	911.168	32.809	1857.777	1092.815	33.870	2254.877	898.345	28.985	1858.385	1145.540	23.674	1865.038	965.543	1291.842	1891.181	1149.043	1264.696	1880.599	1021.926	1247.520	1858.899	1101.021	1224.534	1786.986	984.210	1231.542	1820.966	1184.280	1262.212	2078.196	835.902	1097.166	2024.491	1297.570	1110.324	1961.431	928.816	1019.781	1925.565	1211.841	1029.402	1933.081	834.067	1082.536	1893.466	1311.719	1105.236
1798	17.97000	00:58:24:07	2054.176	1020.859	1607.569	2156.349	935.416	1487.157	2150.757	1124.025	1506.366	2016.801	1028.908	1205.817	2089.766	897.142	899.137	2014.262	1132.496	897.840	2133.406	899.337	1328.400	2101.026	1170.579	1331.214	2235.109	1050.384	1318.501	2262.455	1053.490	1078.575	2245.232	1089.690	910.646	2183.077	887.067	906.184	2085.487	1210.975	903.741	2012.837	850.280	520.272	1839.092	1096.153	601.745	2138.586	857.995	380.534	2021.139	972.979	382.738	1870.759	1172.455	452.187	1886.867	1013.984	458.473	2077.841	875.580	278.600	1806.010	1106.999	386.827	2347.375	1094.896	29.921	2087.019	1115.692	21.859	2333.883	1004.627	67.648	2017.418	1176.863	52.309	2208.538	910.911	32.804	1857.899	1092.969	33.938	2255.231	898.094	28.868	1858.364	1145.629	23.579	1854.884	963.654	1307.198	1880.997	1147.177	1280.696	1869.945	1020.220	1262.678	1848.315	1099.607	1240.259	1777.136	981.391	1245.988	1811.216	1183.316	1277.664	2071.237	836.665	1108.725	2018.409	1297.094	1123.187	1952.834	928.464	1034.075	1917.469	1210.445	1044.097	1926.166	833.294	1096.738	1886.918	1309.907	1120.797
1799	17.98000	00:58:24:07	2052.986	1020.229	1616.065	2155.119	934.660	1495.591	2149.916	1123.223	1515.269	2015.113	1028.630	1215.286	2088.348	897.308	908.259	2013.029	1132.368	907.449	2131.749	899.500	1337.394	2100.193	1169.339	1340.721	2233.898	1049.473	1326.841	2260.880	1052.538	1087.239	2243.266	1089.707	920.311	2181.597	887.250	915.268	2084.162	1210.877	912.327	2017.276	852.594	526.323	1842.957	1097.533	604.914	2145.453	860.697	386.950	2027.780	975.670	389.243	1876.883	1174.759	456.004	1893.291	1016.174	461.915	2083.449	877.545	284.901	1811.288	1110.212	390.307	2347.793	1094.527	29.863	2086.987	1116.154	22.113	2334.874	1004.236	67.384	2017.530	1177.439	52.108	2208.946	910.704	32.861	1857.988	1093.093	34.145	2255.184	898.156	28.206	1858.331	1145.747	23.543	1843.190	961.560	1323.982	1869.277	1145.143	1298.405	1857.511	1018.271	1279.510	1834.623	1097.527	1258.436	1765.979	977.797	1261.592	1800.066	1182.386	1294.735	2063.217	836.956	1122.096	2011.573	1296.408	1137.196	1943.277	928.031	1049.463	1908.294	1208.663	1060.545	1918.510	832.466	1112.390	1879.619	1307.720	1137.958
1800	17.99000	00:58:24:08	2051.677	1019.548	1624.756	2153.793	933.947	1504.278	2148.961	1122.474	1524.229	2014.109	1028.758	1224.678	2087.380	898.193	917.451	2011.970	1132.136	917.409	2130.268	899.710	1346.772	2099.360	1167.961	1350.651	2232.738	1048.641	1335.343	2259.495	1051.621	1096.160	2241.637	1089.170	930.556	2180.182	887.090	924.223	2083.041	1210.791	921.205	2021.863	855.305	532.514	1847.281	1098.842	608.259	2152.693	863.715	393.979	2034.797	978.745	395.961	1883.552	1177.039	460.386	1900.128	1018.384	465.580	2089.430	879.896	291.501	1817.748	1112.334	394.084	2348.170	1094.185	29.869	2086.926	1116.623	22.346	2335.912	1003.813	67.167	2017.546	1178.007	51.873	2209.127	910.628	33.009	1858.133	1093.203	34.256	2255.752	897.961	28.108	1858.344	1145.830	23.402	1831.475	958.216	1342.277	1855.466	1141.464	1317.591	1843.148	1016.070	1297.558	1819.901	1096.869	1277.165	1753.592	973.085	1278.294	1787.285	1181.458	1313.154	2054.952	837.379	1136.668	2004.271	1295.629	1152.266	1932.995	927.981	1066.754	1898.561	1206.654	1078.534	1910.346	831.674	1129.620	1871.797	1305.215	1156.727
1801	18.00000	00:58:24:08	2050.314	1018.802	1633.392	2152.424	933.244	1512.963	2148.041	1121.910	1533.177	2012.071	1028.838	1234.620	2085.741	898.764	926.938	2011.156	1132.013	927.683	2128.939	900.221	1356.315	2098.871	1166.533	1360.523	2231.684	1047.857	1343.817	2258.198	1050.743	1105.182	2239.948	1088.469	940.964	2178.512	886.864	933.409	2082.087	1210.691	930.350	2026.603	858.477	538.745	1852.161	1099.968	611.752	2159.877	867.170	401.953	2042.262	982.246	402.771	1890.721	1179.203	464.986	1907.260	1020.238	469.573	2095.708	882.453	298.418	1824.623	1114.283	397.859	2348.526	1093.917	29.898	2086.932	1117.201	22.541	2336.834	1003.434	66.960	2017.461	1178.533	51.729	2208.998	910.830	33.236	1858.278	1093.241	34.372	2256.391	897.690	28.140	1858.348	1145.864	23.402	1816.214	955.683	1362.594	1840.498	1140.400	1339.390	1827.341	1013.149	1317.008	1803.655	1094.830	1297.313	1739.959	967.414	1295.918	1773.340	1180.408	1332.451	2047.652	837.068	1151.172	1996.945	1294.280	1168.443	1922.171	927.861	1085.484	1888.228	1204.598	1098.275	1902.040	831.005	1148.186	1863.757	1302.268	1176.973
1802	18.01000	00:58:24:08	2048.894	1018.054	1641.910	2151.096	932.619	1521.570	2146.958	1121.227	1542.229	2010.862	1028.074	1244.208	2084.429	899.065	936.072	2010.794	1131.881	937.927	2127.960	900.814	1365.883	2098.612	1164.973	1370.394	2230.831	1047.104	1352.189	2257.162	1049.802	1114.118	2238.300	1087.690	951.519	2176.844	886.539	942.739	2081.296	1210.480	939.242	2031.384	861.979	545.002	1857.469	1100.900	615.336	2167.092	871.097	410.388	2051.453	987.061	409.183	1898.398	1181.230	469.789	1914.637	1021.689	473.446	2102.226	885.214	305.414	1831.977	1116.053	401.947	2348.847	1093.579	30.005	2086.975	1117.907	22.831	2337.792	1003.088	66.924	2017.349	1179.171	51.627	2209.470	910.656	33.359	1858.547	1093.257	34.538	2256.887	897.458	28.168	1858.428	1145.886	23.390	1799.098	952.574	1384.837	1823.076	1137.292	1363.121	1810.198	1010.941	1336.619	1786.717	1092.799	1318.029	1725.244	960.684	1314.450	1757.176	1179.449	1352.488	2040.107	837.197	1165.522	1989.753	1292.799	1185.369	1911.140	928.032	1105.875	1877.827	1202.315	1119.383	1893.698	830.473	1168.055	1855.441	1299.024	1198.432
1803	18.02000	00:58:24:08	2047.302	1017.327	1650.254	2149.798	931.934	1530.018	2145.820	1120.504	1551.096	2009.011	1027.635	1254.245	2083.049	899.336	944.799	2010.737	1131.701	948.192	2127.234	902.027	1375.315	2098.638	1163.329	1380.053	2230.144	1046.436	1360.339	2256.440	1048.634	1122.917	2236.594	1086.814	961.965	2174.442	886.070	950.958	2080.531	1210.013	948.187	2036.205	865.761	551.154	1863.161	1101.601	618.852	2174.427	875.688	418.125	2059.386	991.213	416.394	1906.385	1183.044	474.648	1924.630	1024.053	476.345	2108.919	888.238	312.547	1839.927	1117.672	405.819	2349.058	1093.291	30.200	2087.030	1118.743	23.150	2338.766	1002.737	67.060	2017.229	1179.861	51.534	2209.877	910.497	33.539	1858.868	1093.212	34.637	2257.223	897.307	28.078	1858.490	1145.818	23.373	1780.898	948.618	1409.020	1803.405	1133.389	1388.837	1791.779	1006.062	1357.721	1768.326	1091.299	1339.676	1709.753	952.824	1333.366	1739.657	1178.624	1373.058	2032.147	838.067	1180.026	1982.721	1291.282	1202.947	1899.338	928.932	1128.096	1868.154	1199.597	1141.608	1885.664	830.376	1188.842	1847.059	1295.282	1221.034
1804	18.03000	00:58:24:09	2045.599	1016.529	1658.079	2148.467	931.375	1538.066	2144.657	1119.691	1559.920	2007.859	1027.378	1263.691	2081.994	899.626	953.150	2010.951	1131.355	958.005	2126.917	903.431	1384.392	2099.026	1161.636	1389.477	2229.657	1045.708	1368.068	2255.902	1047.239	1131.747	2234.944	1085.732	972.195	2173.787	886.006	960.808	2079.865	1209.454	957.264	2041.271	869.635	556.804	1869.302	1102.012	622.113	2181.744	881.250	424.965	2067.517	995.481	423.538	1914.768	1184.606	479.347	1933.667	1025.573	479.614	2115.499	891.484	319.565	1848.341	1118.812	409.676	2349.250	1092.965	30.553	2087.109	1119.482	23.414	2339.714	1002.468	67.289	2017.260	1180.551	51.575	2210.334	910.227	33.762	1859.125	1093.132	34.722	2257.517	897.126	28.039	1858.611	1145.771	23.443	1762.129	944.464	1435.087	1781.802	1130.533	1414.893	1772.646	1000.359	1379.354	1748.779	1090.211	1361.701	1693.827	944.108	1352.292	1722.897	1178.922	1394.325	2024.291	838.520	1194.983	1975.924	1289.659	1220.829	1890.369	929.431	1150.903	1858.925	1195.371	1164.981	1878.001	830.708	1210.153	1838.731	1291.044	1244.394
1805	18.04000	00:58:24:09	2043.728	1015.852	1665.459	2147.158	930.796	1545.793	2143.545	1119.087	1568.185	2006.719	1027.054	1272.822	2080.730	899.883	961.132	2011.315	1130.775	967.342	2126.919	904.992	1392.920	2099.555	1159.851	1398.536	2229.351	1044.983	1375.245	2254.928	1046.127	1140.548	2233.590	1084.073	981.961	2172.316	885.854	969.597	2079.378	1209.009	965.821	2046.411	873.277	562.436	1875.372	1102.242	625.292	2188.695	887.108	431.426	2075.728	999.969	430.467	1923.863	1186.328	483.584	1943.243	1027.056	482.880	2121.949	894.955	326.094	1856.917	1120.092	413.322	2349.353	1092.597	31.017	2087.168	1120.219	23.647	2340.712	1001.359	67.564	2017.355	1181.453	51.614	2210.702	910.060	33.900	1859.372	1092.973	34.788	2257.753	896.955	27.997	1858.691	1145.689	23.479	1742.137	939.904	1459.453	1759.377	1128.182	1440.117	1753.101	994.094	1400.881	1728.931	1089.816	1383.686	1677.879	934.232	1370.775	1703.397	1178.823	1414.564	2016.048	837.933	1210.458	1969.387	1287.542	1238.936	1880.104	931.081	1174.326	1849.602	1191.233	1190.515	1871.168	831.723	1231.909	1831.052	1286.589	1268.496
1806	18.05000	00:58:24:09	2041.742	1015.172	1672.205	2145.772	930.341	1553.331	2142.414	1118.716	1576.066	2005.682	1026.586	1281.791	2079.480	900.026	968.706	2011.639	1129.845	976.048	2127.286	906.466	1400.677	2100.091	1158.039	1406.783	2229.118	1044.236	1381.800	2253.209	1045.595	1149.016	2231.857	1082.626	991.618	2170.435	885.706	977.961	2078.895	1208.591	973.847	2051.228	876.751	567.790	1881.460	1102.204	628.110	2195.193	892.759	438.002	2083.895	1004.490	437.142	1932.235	1186.956	487.442	1953.065	1028.659	485.833	2128.273	898.409	332.381	1865.496	1121.070	416.845	2349.493	1092.209	31.829	2087.254	1120.749	23.904	2341.808	1000.877	68.418	2017.696	1181.753	51.782	2211.043	909.879	34.080	1859.636	1092.798	34.840	2258.015	896.801	27.944	1858.733	1145.563	23.563	1722.028	934.143	1478.445	1736.608	1127.236	1463.897	1732.758	987.847	1421.509	1708.260	1090.270	1405.447	1661.636	924.528	1388.123	1683.512	1179.965	1434.264	2008.319	837.903	1225.777	1963.146	1284.772	1256.903	1871.082	932.451	1197.780	1842.348	1186.549	1216.437	1865.627	833.164	1253.684	1823.568	1282.225	1293.284
1807	18.06000	00:58:24:09	2039.682	1014.690	1678.558	2144.510	929.782	1560.362	2141.338	1118.138	1583.388	2004.121	1026.341	1290.009	2077.387	899.686	976.147	2011.606	1128.810	984.302	2127.450	907.633	1407.817	2100.662	1156.076	1414.252	2228.759	1043.586	1387.558	2250.855	1045.424	1156.710	2230.148	1081.141	1000.803	2168.781	885.294	985.551	2078.208	1208.256	981.295	2057.396	880.696	572.302	1887.632	1102.126	630.817	2201.544	898.002	444.474	2092.061	1009.093	443.438	1940.744	1187.623	491.072	1963.067	1030.206	488.633	2134.634	901.903	338.759	1873.996	1121.848	420.210	2349.774	1091.691	33.185	2087.355	1121.234	24.084	2342.808	1000.473	69.377	2018.731	1182.566	52.032	2211.381	909.738	34.225	1859.246	1092.359	35.141	2258.226	896.618	27.913	1858.888	1145.362	23.569	1704.965	925.855	1492.420	1714.322	1129.253	1484.077	1713.719	981.177	1440.896	1688.086	1091.304	1426.014	1646.277	915.577	1403.831	1663.676	1181.730	1452.724	2001.244	838.332	1240.476	1957.202	1281.766	1274.581	1863.686	933.546	1220.731	1835.046	1182.577	1242.064	1860.466	834.048	1274.898	1815.835	1277.951	1317.435
1808	18.07000	00:58:24:10	2037.437	1014.177	1684.390	2143.161	929.431	1567.023	2140.207	1117.555	1589.996	2002.077	1027.286	1298.395	2076.560	899.453	982.869	2011.181	1127.755	991.636	2127.740	908.735	1415.033	2100.920	1154.213	1421.259	2228.115	1042.990	1392.687	2247.877	1045.151	1163.095	2228.292	1079.942	1009.348	2167.210	884.856	992.703	2077.251	1207.869	988.158	2062.730	884.247	577.253	1893.975	1101.979	633.106	2208.284	902.659	450.879	2099.674	1013.565	449.498	1949.482	1188.353	493.991	1973.279	1032.083	491.234	2140.658	905.126	344.943	1882.314	1122.446	423.106	2350.129	1091.081	34.849	2087.425	1121.704	24.224	2343.842	1000.104	70.713	2018.545	1182.301	52.313	2211.603	909.589	34.308	1859.907	1092.315	35.064	2258.417	896.430	27.879	1858.990	1145.172	23.597	1689.990	915.429	1504.962	1694.598	1132.519	1501.143	1698.475	972.757	1459.503	1669.712	1092.163	1444.596	1633.881	906.859	1417.729	1645.283	1183.783	1469.512	1994.816	838.989	1253.997	1951.465	1278.972	1291.068	1855.846	935.921	1244.231	1828.367	1178.846	1266.403	1855.418	834.432	1294.315	1809.611	1274.163	1340.699
1809	18.08000	00:58:24:10	2035.537	1013.782	1689.686	2141.884	928.852	1573.028	2139.031	1116.816	1595.954	2000.135	1026.828	1305.450	2075.359	898.852	989.309	2010.189	1126.858	997.913	2126.313	908.815	1420.082	2100.522	1152.735	1428.419	2227.045	1042.324	1397.535	2244.940	1044.620	1168.005	2226.223	1079.430	1016.926	2165.625	884.343	999.120	2076.097	1207.358	994.562	2068.348	887.822	581.898	1901.444	1101.074	634.488	2215.325	906.601	456.593	2106.711	1017.784	455.388	1958.260	1189.192	496.455	1983.177	1033.537	493.319	2146.516	908.205	351.164	1890.620	1123.060	425.767	2350.582	1090.206	36.901	2087.457	1122.176	24.589	2344.711	999.415	72.230	2019.169	1182.697	52.618	2211.787	909.375	34.364	1860.113	1092.167	35.059	2258.553	896.172	27.844	1859.040	1145.050	23.625	1678.095	903.433	1520.825	1678.316	1134.632	1516.742	1687.132	963.102	1476.863	1653.284	1094.106	1461.439	1624.679	898.375	1430.447	1630.543	1186.400	1485.150	1989.380	839.635	1266.130	1946.210	1276.608	1305.812	1849.713	936.580	1263.037	1822.971	1176.263	1289.264	1850.178	833.833	1311.058	1804.351	1270.982	1361.793
