NO_OF_FRAMES	421
NO_OF_CAMERAS	13
NO_OF_MARKERS	62
FREQUENCY	95.8
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-03-21, 11:52:52.295	331924.95677212
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RFSH	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LTOE	LMT1	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RTOE	RMT1	RMT5	RTHMB	RMID	RPNKY	LTHMB	LMID	LPNKY	LFRM	LFSH	RBHD	LBHD	LPLM
TRAJECTORY_TYPES	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Measured	Measured	Mixed	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Mixed
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RFSH X	RFSH Y	RFSH Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LTOE X	LTOE Y	LTOE Z	LMT1 X	LMT1 Y	LMT1 Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RTOE X	RTOE Y	RTOE Z	RMT1 X	RMT1 Y	RMT1 Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RMID X	RMID Y	RMID Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LMID X	LMID Y	LMID Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	LFSH X	LFSH Y	LFSH Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	LPLM X	LPLM Y	LPLM Z	
1528	15.90625	00:00:00:00	811.159	1469.785	-543.405	743.702	1417.053	-585.029	868.806	1427.500	-592.613	754.858	1235.006	-472.360	691.120	1117.638	-369.057	681.565	1031.404	-313.148	667.023	942.289	-224.907	785.302	864.933	-478.932	843.708	999.417	-531.626	664.586	1166.270	-501.395	767.162	1166.472	-664.163	759.490	1014.398	-637.429	647.325	1047.747	-645.420	631.286	850.054	-568.886	683.911	840.860	-652.410	661.885	626.935	-570.777	696.174	655.833	-501.247	943.839	1169.895	-380.499	774.182	1167.576	-354.541	941.362	1025.345	-396.935	899.671	1058.326	-285.784	908.468	1071.462	-458.321	891.077	836.000	-289.957	970.304	848.923	-313.106	956.183	845.920	-389.684	887.688	731.275	-516.176	848.849	809.793	-521.515	594.115	821.776	-425.242	854.571	836.331	-347.777	560.743	925.908	-297.489	796.658	920.241	-214.848	512.782	712.713	-375.555	489.007	814.257	-270.698	509.340	360.547	-377.447	615.810	363.140	-377.072	548.841	256.604	-349.178	572.501	66.202	-198.735	640.486	17.190	-120.902	546.815	-15.057	-339.888	569.578	16.076	-304.599	524.880	6.585	-255.232	874.908	628.696	-306.891	842.611	805.209	-182.165	892.544	399.130	-318.224	794.938	378.581	-325.225	879.338	299.404	-363.398	959.103	85.263	-411.363	923.502	1.902	-373.612	939.191	-12.795	-614.529	937.948	17.135	-563.407	1005.327	1.392	-539.639	768.380	770.388	-581.460	747.177	716.284	-590.481	765.527	689.989	-590.277	683.368	547.924	-441.567	657.127	486.455	-458.207	628.351	510.276	-490.914	720.547	790.296	-606.175	797.512	1059.650	-597.346	897.480	1324.737	-490.111	755.482	1326.526	-466.751	712.143	544.403	-490.697
1529	15.91667	00:00:00:00	807.486	1471.765	-542.523	739.522	1419.108	-583.416	864.495	1429.677	-592.636	752.518	1236.661	-471.219	690.522	1118.889	-367.262	681.861	1032.509	-310.952	668.513	943.150	-223.317	783.484	866.488	-479.810	840.509	1001.410	-532.794	661.791	1167.999	-498.952	761.582	1168.963	-663.409	754.216	1016.805	-636.941	641.881	1050.239	-642.985	626.187	852.762	-566.574	678.001	843.473	-650.774	657.370	629.368	-569.210	695.245	657.992	-499.978	943.166	1171.575	-382.671	773.648	1169.030	-353.540	940.483	1026.910	-399.380	900.314	1059.618	-287.790	906.612	1073.094	-459.985	891.594	837.497	-292.074	971.110	850.935	-315.488	955.728	847.383	-392.601	886.009	732.506	-518.130	847.359	810.737	-523.472	592.839	823.094	-423.115	854.398	837.361	-349.517	561.295	926.857	-294.539	798.517	920.912	-215.459	512.370	713.707	-372.711	490.006	815.175	-267.142	509.092	361.747	-375.258	615.620	364.095	-375.429	548.638	257.660	-347.828	572.436	66.320	-198.608	640.537	17.117	-121.019	546.685	-15.081	-339.936	569.355	16.150	-304.688	524.797	6.571	-255.257	875.392	629.211	-307.987	844.194	805.905	-183.421	893.460	399.385	-318.796	796.089	378.937	-325.473	879.956	299.634	-363.678	959.318	85.286	-411.593	923.554	1.959	-373.615	939.202	-12.774	-614.528	937.901	17.101	-563.409	1005.313	1.382	-539.666	765.979	771.343	-582.131	744.337	716.681	-590.999	763.184	690.718	-590.592	683.127	550.238	-441.324	654.688	488.193	-456.961	625.172	512.434	-489.307	715.448	792.812	-605.370	793.069	1061.852	-597.580	894.666	1326.601	-490.749	752.946	1328.286	-465.544	709.243	546.689	-490.148
1530	15.92708	00:00:00:00	803.719	1473.849	-541.510	735.136	1421.215	-581.531	859.907	1431.985	-592.571	750.141	1238.437	-469.935	690.025	1120.229	-365.303	682.226	1033.640	-309.115	670.060	944.112	-221.629	781.141	868.093	-480.543	837.045	1003.489	-533.993	658.775	1170.062	-496.357	755.648	1171.594	-662.539	749.161	1019.483	-636.728	636.403	1052.653	-640.660	620.879	855.691	-562.690	671.697	846.289	-648.858	652.520	631.988	-567.502	694.117	660.417	-498.641	942.472	1173.288	-384.998	773.341	1170.406	-352.807	939.633	1028.614	-402.016	901.191	1061.059	-289.685	905.795	1075.052	-463.009	892.146	838.933	-294.397	971.664	853.421	-319.763	954.970	848.784	-394.271	884.343	733.744	-520.233	845.517	811.913	-525.269	591.481	824.660	-420.779	854.263	838.685	-351.860	561.963	927.960	-291.346	800.180	921.554	-215.937	511.900	714.823	-369.559	491.135	816.186	-263.363	508.961	363.056	-372.839	615.426	365.151	-373.731	548.423	258.740	-346.291	572.397	66.451	-198.400	640.612	17.031	-121.132	546.688	-15.090	-340.068	569.150	16.247	-304.768	524.707	6.552	-255.259	875.987	629.780	-309.320	845.933	806.696	-184.738	894.459	399.681	-319.354	796.850	379.379	-325.018	880.664	299.853	-363.934	959.630	85.346	-411.784	923.663	2.034	-373.589	939.205	-12.776	-614.504	937.889	17.089	-563.390	1005.336	1.364	-539.678	763.467	772.159	-582.909	741.364	717.027	-591.506	760.930	691.350	-590.865	680.898	552.475	-440.267	652.350	490.567	-455.620	621.769	514.765	-487.366	709.971	795.423	-604.261	788.333	1064.229	-597.759	891.796	1328.670	-491.508	750.377	1330.036	-464.115	705.884	549.003	-489.548
1531	15.93750	00:00:00:00	799.754	1476.036	-540.382	730.556	1423.451	-579.396	855.131	1434.395	-592.463	747.673	1240.287	-468.463	689.658	1121.667	-363.202	681.963	1034.990	-307.542	671.220	945.398	-219.494	778.668	869.830	-481.284	833.448	1005.755	-535.264	655.855	1172.129	-493.357	749.682	1174.789	-661.593	742.609	1022.206	-635.615	630.328	1055.578	-637.524	616.009	858.640	-559.490	665.008	849.240	-646.791	647.406	634.891	-565.574	691.485	662.959	-497.497	941.819	1175.053	-387.501	773.316	1171.736	-352.060	938.747	1030.310	-404.827	902.115	1062.566	-291.550	903.079	1076.732	-464.986	892.786	840.351	-297.030	971.876	855.065	-323.266	954.393	850.331	-397.765	882.547	734.989	-522.420	843.537	813.061	-527.182	590.129	826.388	-418.284	854.003	839.878	-354.056	562.686	929.210	-288.034	802.220	922.236	-216.674	511.428	716.054	-366.226	492.430	817.261	-259.270	508.855	364.425	-370.112	615.297	366.351	-371.770	548.262	259.988	-344.571	572.367	66.574	-198.190	640.688	16.901	-121.229	546.615	-15.090	-340.130	568.944	16.319	-304.830	524.620	6.552	-255.246	876.626	630.381	-310.614	847.444	806.720	-187.468	895.592	399.990	-319.870	797.782	379.744	-324.689	881.512	300.087	-364.201	959.967	85.375	-411.969	923.801	2.070	-373.561	939.207	-12.763	-614.499	937.873	17.054	-563.383	1005.361	1.342	-539.696	761.041	773.899	-583.938	738.259	717.322	-591.989	758.804	691.866	-591.086	678.493	555.005	-439.109	649.815	493.023	-454.032	618.330	517.315	-485.143	705.535	798.817	-605.531	783.371	1066.712	-597.856	888.877	1330.825	-492.299	747.851	1331.899	-462.562	702.317	551.549	-488.869
1532	15.94792	00:00:00:00	795.673	1478.351	-539.080	725.813	1425.833	-576.964	850.043	1436.884	-592.376	745.197	1242.248	-466.801	689.354	1123.122	-360.944	683.199	1035.741	-306.633	674.775	945.439	-219.009	776.097	871.582	-482.033	829.615	1008.057	-536.574	653.083	1174.263	-490.310	743.074	1177.756	-660.321	737.966	1025.272	-635.887	624.046	1058.659	-634.076	610.957	861.657	-555.918	657.933	852.443	-644.492	641.893	637.901	-563.373	688.043	665.742	-496.413	941.194	1176.916	-390.298	773.309	1173.144	-351.455	937.833	1032.117	-407.835	903.218	1064.070	-293.822	901.007	1079.033	-466.730	893.253	842.058	-299.583	971.648	856.670	-327.878	953.724	851.936	-401.205	880.594	736.219	-524.745	841.365	814.152	-529.214	589.098	827.942	-415.961	853.700	841.107	-356.320	563.409	930.703	-284.139	804.444	922.998	-217.161	511.179	717.250	-362.567	494.050	818.374	-255.157	508.858	365.918	-367.170	615.260	367.663	-369.568	548.099	261.268	-342.666	572.195	66.806	-197.878	640.759	16.736	-121.309	546.513	-15.110	-340.119	568.768	16.390	-304.864	524.536	6.534	-255.236	877.470	630.978	-312.043	849.260	807.503	-189.273	896.760	400.320	-320.348	798.954	380.125	-324.610	882.375	300.290	-364.414	960.322	85.423	-412.180	923.976	2.130	-373.546	939.219	-12.737	-614.478	937.870	17.038	-563.329	1005.406	1.293	-539.730	758.268	774.553	-584.803	735.025	717.564	-592.429	756.847	692.248	-591.246	672.153	557.315	-438.956	647.270	495.551	-452.113	614.675	520.068	-482.547	699.300	801.719	-604.142	778.163	1069.339	-597.911	885.872	1333.038	-493.199	745.346	1333.871	-460.768	698.586	554.360	-488.146
1533	15.95833	00:00:00:00	791.532	1480.721	-537.658	720.892	1428.335	-574.213	844.689	1439.488	-592.233	742.676	1244.352	-464.988	689.128	1124.692	-358.594	684.081	1037.051	-305.045	677.121	946.404	-217.446	773.324	873.388	-482.803	825.532	1010.473	-537.856	650.088	1176.466	-486.612	736.297	1181.122	-658.830	731.272	1028.377	-634.869	617.473	1061.938	-630.210	605.693	864.947	-552.048	650.465	855.811	-641.846	636.359	641.068	-561.645	686.502	668.861	-496.586	940.553	1178.781	-393.249	773.351	1174.559	-350.833	936.907	1033.923	-410.973	904.186	1065.570	-296.269	898.559	1081.094	-469.266	893.782	843.828	-302.305	971.728	858.491	-331.578	952.917	853.747	-404.920	878.510	737.457	-527.136	839.048	815.226	-531.279	587.620	829.847	-413.052	853.355	842.295	-358.802	564.256	932.184	-280.425	806.730	923.725	-218.025	510.780	718.678	-358.853	495.517	819.692	-250.814	508.919	367.499	-363.941	615.252	368.957	-367.098	548.005	262.569	-340.574	572.194	66.928	-197.519	640.827	16.487	-121.359	546.451	-15.117	-340.158	568.603	16.430	-304.846	524.442	6.525	-255.185	878.350	631.585	-313.610	851.129	808.062	-191.177	897.945	400.615	-320.942	800.137	380.544	-324.512	883.196	300.531	-364.657	960.628	85.467	-412.352	924.082	2.251	-373.445	939.224	-12.754	-614.462	937.865	17.020	-563.286	1005.449	1.279	-539.745	755.287	775.163	-585.568	731.665	717.753	-592.812	755.098	692.480	-591.334	667.411	561.527	-437.073	642.468	498.959	-450.890	610.769	522.926	-479.562	692.658	804.717	-602.022	772.668	1072.110	-597.896	882.778	1335.297	-494.216	742.909	1335.950	-458.752	693.765	557.203	-488.585
1534	15.96875	00:00:00:00	787.356	1483.241	-536.060	715.843	1431.003	-571.109	839.165	1442.214	-592.007	740.079	1246.496	-462.985	689.019	1126.309	-356.078	685.094	1038.383	-303.238	679.877	947.390	-215.818	770.345	875.360	-483.611	821.216	1013.067	-539.215	647.081	1178.849	-482.753	728.227	1184.296	-656.898	723.737	1031.554	-633.582	610.246	1065.694	-625.491	600.265	868.424	-547.764	642.576	859.369	-638.872	630.246	644.302	-558.908	679.649	671.626	-493.546	939.951	1180.708	-396.480	773.716	1175.984	-350.391	935.755	1035.855	-414.648	905.390	1067.156	-299.049	896.074	1083.247	-471.946	893.561	846.910	-300.609	971.783	860.154	-335.691	952.051	855.405	-408.675	877.210	738.791	-529.366	836.582	816.331	-533.398	586.115	831.888	-409.993	852.926	843.538	-361.423	565.247	933.733	-276.515	809.881	924.624	-219.149	510.447	720.174	-354.881	496.958	821.343	-246.644	509.094	369.186	-360.437	615.520	370.175	-365.488	547.972	264.085	-338.292	572.200	67.052	-197.157	640.923	16.221	-121.389	546.382	-15.181	-340.163	568.454	16.468	-304.820	524.357	6.500	-255.145	879.437	632.386	-315.150	853.058	808.714	-193.111	899.118	400.940	-321.516	801.303	380.984	-324.495	884.091	300.840	-364.991	960.852	85.532	-412.610	924.224	2.332	-373.419	939.266	-12.778	-614.447	937.826	16.988	-563.281	1005.434	1.222	-539.802	752.158	775.646	-586.263	728.179	717.886	-593.120	753.597	692.544	-591.343	677.640	564.511	-435.996	639.665	501.544	-448.615	606.761	526.005	-476.155	685.697	807.950	-600.300	766.842	1075.137	-597.720	879.673	1337.626	-495.036	740.562	1338.138	-456.539	689.575	560.670	-486.676
1535	15.97917	00:00:00:00	783.204	1485.877	-534.290	710.691	1433.773	-567.638	833.386	1445.446	-592.855	737.388	1248.777	-460.764	689.082	1127.979	-353.459	686.238	1039.836	-301.194	682.384	948.553	-213.938	767.094	877.355	-484.394	816.661	1015.701	-540.583	644.036	1181.266	-478.800	720.610	1187.632	-654.904	716.284	1034.990	-632.057	603.250	1069.293	-621.199	594.644	872.072	-543.052	634.283	863.123	-635.477	623.796	647.662	-555.465	675.497	674.841	-491.988	939.223	1182.636	-399.886	774.159	1177.464	-349.992	934.719	1037.672	-418.207	906.578	1068.908	-302.229	895.933	1084.733	-475.575	894.929	848.243	-301.274	971.785	861.827	-339.845	950.966	857.250	-412.903	873.964	739.797	-532.004	833.948	817.337	-535.550	584.478	833.808	-406.947	852.138	845.207	-363.309	566.339	935.407	-272.244	812.347	925.427	-220.644	510.196	721.681	-350.725	499.406	822.536	-240.969	509.357	370.947	-356.669	615.763	371.651	-362.608	548.004	265.591	-335.823	572.251	67.169	-196.743	640.993	15.937	-121.384	546.379	-15.138	-340.156	568.309	16.483	-304.776	524.278	6.470	-255.090	880.440	632.639	-316.856	857.654	809.816	-195.522	900.147	401.241	-322.208	802.387	381.369	-324.597	884.955	301.201	-365.425	960.978	85.575	-412.885	924.359	2.414	-373.362	939.360	-12.792	-614.477	937.656	16.937	-563.289	1005.356	1.207	-539.835	748.852	775.983	-586.927	724.571	717.964	-593.339	750.574	693.131	-592.426	671.826	565.545	-434.672	636.871	505.380	-445.707	602.571	529.322	-472.363	678.446	811.385	-598.353	761.858	1078.594	-599.452	876.491	1340.000	-496.275	738.306	1340.393	-454.136	685.081	563.817	-485.652
1536	15.98958	00:00:00:00	779.036	1488.611	-532.241	705.528	1436.760	-563.789	827.455	1448.352	-592.555	734.582	1251.230	-458.282	689.211	1129.715	-350.737	687.517	1041.299	-298.937	684.940	949.833	-211.873	763.686	879.448	-485.130	811.326	1018.460	-541.858	641.008	1183.879	-474.453	712.634	1191.308	-652.591	708.372	1038.607	-630.294	595.746	1073.114	-615.998	589.021	875.855	-537.797	625.484	867.132	-631.486	618.052	651.387	-554.214	671.152	678.167	-490.235	938.473	1184.588	-403.680	774.468	1179.102	-349.342	933.610	1039.492	-422.010	907.839	1070.534	-305.502	890.421	1087.725	-477.816	894.732	849.176	-305.396	971.692	863.638	-343.965	949.608	858.798	-416.894	871.411	740.883	-534.485	831.136	818.264	-537.669	582.779	836.007	-403.639	851.577	846.513	-365.939	567.854	937.132	-268.017	814.928	926.122	-222.076	510.183	723.214	-346.218	501.238	824.289	-236.335	509.561	372.792	-352.730	615.956	373.218	-359.506	548.047	267.151	-333.139	572.289	67.330	-196.262	641.139	15.659	-121.388	546.344	-15.158	-340.166	568.198	16.478	-304.706	524.235	6.458	-255.047	881.985	633.398	-319.664	860.197	810.556	-197.891	901.006	401.552	-323.147	803.472	381.800	-324.642	885.652	301.527	-365.971	961.045	85.686	-413.341	924.502	2.540	-373.313	939.620	-12.762	-614.413	937.413	16.886	-563.269	1005.209	1.189	-539.833	744.888	775.447	-586.859	720.843	717.985	-593.451	747.203	693.429	-593.013	669.599	569.216	-433.054	633.610	509.095	-442.583	598.080	532.768	-468.304	670.480	814.912	-596.078	755.008	1081.623	-598.288	873.197	1342.446	-497.547	736.220	1342.616	-451.073	680.172	566.901	-487.275
1537	16.00000	00:00:00:00	774.880	1491.298	-530.063	700.324	1439.832	-559.616	821.036	1451.704	-592.617	732.246	1253.773	-456.166	689.472	1131.512	-347.955	688.853	1042.880	-296.633	687.586	951.094	-209.765	760.021	881.703	-485.807	806.086	1021.319	-543.250	638.045	1186.473	-469.759	704.058	1195.254	-650.090	700.344	1042.280	-628.275	587.345	1077.138	-610.068	583.174	879.865	-532.191	615.782	871.255	-627.795	611.162	655.339	-550.090	666.587	681.544	-488.220	937.468	1186.209	-408.326	774.925	1180.940	-348.378	932.264	1041.325	-425.970	909.156	1072.320	-308.955	887.298	1090.032	-480.999	895.204	850.920	-308.910	971.814	866.997	-351.556	947.951	859.782	-420.029	868.655	741.821	-536.857	828.160	819.079	-539.786	581.036	838.282	-400.086	850.906	847.843	-368.770	570.060	939.071	-264.205	817.708	927.020	-223.515	510.166	724.914	-341.599	503.499	825.972	-231.085	509.738	374.661	-348.536	616.121	374.754	-356.056	548.029	268.864	-330.331	572.396	67.530	-195.724	641.376	15.341	-121.489	546.301	-15.179	-340.152	568.078	16.476	-304.652	524.181	6.434	-254.972	882.476	633.614	-321.130	863.070	811.271	-200.428	902.013	401.993	-324.309	804.553	382.325	-324.654	886.217	301.863	-366.539	961.134	85.837	-413.773	924.560	2.685	-373.301	939.635	-12.786	-614.432	937.163	16.830	-563.302	1005.038	1.176	-539.863	741.239	775.776	-587.362	716.996	717.949	-593.442	743.806	693.616	-593.289	666.541	572.487	-431.314	630.057	512.755	-439.299	593.513	536.393	-463.818	662.268	818.666	-593.299	747.782	1084.727	-597.082	869.913	1344.765	-498.678	734.155	1344.975	-448.046	675.150	570.141	-485.841
1538	16.01042	00:00:00:00	770.770	1494.131	-527.666	695.209	1442.821	-555.131	814.822	1454.769	-591.813	730.238	1256.250	-454.218	689.748	1133.469	-345.144	690.506	1044.245	-294.764	692.107	951.794	-209.758	756.252	884.019	-486.565	800.577	1024.158	-544.574	634.939	1189.386	-464.888	695.411	1199.085	-647.183	690.753	1046.101	-625.317	579.463	1081.138	-603.828	577.417	884.247	-526.448	605.798	875.460	-623.086	603.924	659.510	-545.320	661.846	685.139	-485.968	936.397	1188.385	-412.353	775.913	1182.259	-348.571	930.803	1043.191	-430.178	910.351	1074.032	-312.638	883.726	1091.935	-484.371	895.622	852.734	-312.383	971.471	868.823	-356.415	946.651	861.278	-423.992	865.748	742.642	-539.150	824.565	819.584	-542.613	579.744	840.884	-395.965	850.142	849.299	-371.669	572.015	940.870	-259.687	820.592	927.921	-225.083	510.000	726.706	-337.148	505.937	827.752	-225.759	509.778	376.619	-344.070	616.141	376.490	-352.665	547.861	270.600	-327.345	572.475	67.703	-195.186	641.629	15.138	-121.571	546.344	-15.173	-340.190	567.933	16.458	-304.556	524.132	6.399	-254.885	883.452	634.212	-323.215	865.884	812.221	-203.231	903.100	402.546	-325.577	805.644	382.914	-324.715	886.811	302.252	-367.176	961.284	85.986	-414.232	924.624	2.937	-373.346	939.650	-12.780	-614.443	936.952	16.746	-563.316	1004.945	1.180	-539.897	737.483	775.988	-587.742	713.032	717.853	-593.293	740.132	693.811	-593.488	663.247	575.875	-429.376	626.680	516.431	-435.616	588.908	540.088	-459.051	653.685	822.568	-590.257	740.408	1088.055	-595.807	866.480	1346.969	-499.886	732.166	1347.427	-445.130	669.801	573.675	-483.929
1539	16.02083	00:00:00:00	766.734	1496.993	-525.159	690.103	1446.127	-550.355	808.425	1457.934	-590.952	728.399	1258.475	-452.577	690.092	1135.530	-341.817	693.400	1044.962	-294.801	695.532	953.015	-208.265	751.884	886.511	-487.141	794.705	1027.136	-545.828	631.866	1192.307	-459.761	686.468	1202.622	-643.924	681.927	1049.953	-622.729	571.510	1085.364	-597.060	572.185	889.020	-520.109	596.097	879.973	-618.380	594.599	663.818	-538.407	657.537	689.118	-483.646	935.513	1190.143	-417.732	776.611	1184.213	-348.055	929.113	1044.694	-434.468	911.628	1075.819	-316.624	880.146	1094.314	-487.766	896.003	854.672	-315.918	971.064	870.582	-360.722	945.194	862.675	-428.223	862.708	743.299	-541.297	821.701	820.154	-544.058	577.390	843.718	-392.301	849.226	850.789	-374.597	574.584	942.310	-255.363	822.887	928.795	-226.806	510.197	728.582	-332.071	508.456	829.685	-220.069	509.773	378.653	-339.340	616.043	378.269	-349.125	547.580	272.422	-324.138	572.500	67.940	-194.556	641.810	14.979	-121.627	546.280	-15.173	-340.170	567.749	16.445	-304.453	524.017	6.353	-254.776	884.317	634.828	-325.389	868.870	813.176	-206.157	904.243	403.217	-326.863	807.359	383.441	-324.502	887.543	302.717	-367.844	961.497	86.137	-414.655	924.760	3.191	-373.345	939.617	-12.781	-614.498	936.781	16.703	-563.331	1004.841	1.158	-539.964	734.196	776.782	-588.765	708.955	717.698	-592.991	737.422	693.452	-591.309	659.445	579.377	-427.041	623.999	521.462	-429.624	584.246	544.749	-454.142	645.028	826.625	-588.183	732.854	1091.559	-594.503	862.406	1348.682	-501.009	730.334	1349.885	-442.175	664.292	577.211	-481.740
1540	16.03125	00:00:00:00	762.722	1499.913	-522.497	685.049	1449.476	-545.350	801.998	1461.179	-589.875	725.819	1261.280	-449.877	690.038	1137.584	-338.808	695.113	1046.507	-292.708	699.344	954.173	-207.038	747.461	889.084	-487.476	788.519	1030.066	-546.919	629.235	1195.034	-454.495	677.366	1206.697	-640.271	673.685	1053.576	-620.512	563.302	1089.897	-589.553	566.097	893.452	-513.113	586.241	884.300	-612.597	586.681	667.919	-532.612	652.560	692.778	-480.810	934.089	1191.815	-422.887	777.099	1186.092	-347.552	927.139	1046.483	-438.990	912.827	1077.646	-320.789	876.255	1096.713	-491.185	896.268	856.615	-319.563	970.494	872.703	-365.712	943.562	864.151	-432.504	859.498	743.866	-543.372	818.547	820.747	-545.957	577.571	845.282	-386.320	848.245	852.199	-377.506	576.811	944.203	-250.759	825.816	929.801	-228.772	510.429	730.538	-326.833	511.074	831.593	-214.695	509.427	380.898	-334.220	615.948	380.042	-345.571	547.260	274.370	-320.791	572.446	68.334	-193.825	641.898	14.831	-121.672	546.220	-15.183	-340.100	567.529	16.434	-304.312	523.869	6.278	-254.658	885.011	635.709	-327.752	871.995	814.171	-209.304	905.530	403.883	-328.094	808.694	384.140	-324.701	888.491	303.225	-368.538	961.832	86.309	-415.093	925.038	3.487	-373.353	939.455	-12.827	-614.574	936.677	16.661	-563.349	1004.800	1.118	-540.030	730.395	776.665	-588.557	704.765	717.481	-592.518	733.858	693.298	-590.313	655.181	583.039	-424.731	607.184	524.750	-429.374	580.484	548.788	-447.908	635.891	830.698	-584.287	725.087	1095.252	-593.271	858.874	1352.104	-503.519	728.596	1352.454	-439.170	658.473	580.959	-479.343
1541	16.04167	00:00:00:00	758.785	1502.859	-519.780	680.099	1452.889	-540.059	795.299	1464.404	-588.724	723.161	1264.015	-446.951	691.008	1138.878	-337.008	697.064	1047.929	-290.632	703.014	955.456	-205.879	742.821	891.737	-487.734	782.291	1033.167	-547.854	626.906	1197.651	-449.442	668.139	1210.850	-636.167	665.868	1056.807	-617.519	555.159	1094.438	-581.677	561.788	896.962	-507.251	576.431	888.862	-606.283	578.883	672.293	-526.482	647.187	696.480	-477.525	932.061	1194.075	-426.634	777.028	1187.920	-346.914	924.925	1048.310	-443.593	913.922	1079.497	-325.201	872.125	1098.884	-494.575	896.943	859.193	-323.648	969.654	873.753	-369.302	943.185	864.638	-434.438	856.006	744.033	-545.150	815.150	821.164	-547.934	575.141	848.610	-383.023	847.181	853.794	-380.502	579.131	946.066	-246.024	828.668	930.851	-230.964	511.938	732.053	-319.955	514.088	833.487	-208.956	509.560	383.105	-328.958	615.854	381.861	-341.844	546.956	276.330	-317.233	572.475	68.655	-193.086	641.956	14.700	-121.663	546.214	-15.157	-340.087	567.326	16.421	-304.163	523.703	6.177	-254.485	885.466	636.214	-329.365	875.032	815.224	-212.747	906.969	405.145	-330.595	810.143	384.845	-324.931	889.572	303.775	-369.339	962.300	86.501	-415.527	925.331	3.735	-373.356	939.429	-12.821	-614.586	936.560	16.631	-563.353	1004.768	1.103	-540.103	726.230	776.352	-588.687	700.466	717.203	-591.859	729.627	693.054	-589.670	645.801	587.913	-423.332	602.051	529.067	-425.288	576.276	552.727	-442.064	626.568	834.899	-579.905	716.840	1098.999	-591.696	854.821	1354.557	-505.121	727.128	1354.960	-436.382	652.520	584.818	-476.648
