NO_OF_FRAMES	1592
NO_OF_CAMERAS	13
NO_OF_MARKERS	58
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-05-26, 16:01:39.212	1310851.58625936
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RMT5	RTHMB	RINDX	RPNKY	LTHMB	LINDX	LPNKY	LFRM	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
984	9.83000	06:36:08:16	1796.683	1319.351	-1535.004	1856.434	1212.449	-1633.352	1909.447	1219.904	-1513.903	1641.437	1180.518	-1414.831	1464.369	1120.056	-1295.966	1354.111	963.041	-1203.767	1275.947	823.547	-1142.495	1485.160	738.925	-1324.750	1512.251	798.640	-1341.452	1629.314	884.944	-1405.468	1476.739	1135.815	-1427.175	1609.070	1121.391	-1588.195	1672.961	966.441	-1575.297	1548.224	941.214	-1588.798	1751.791	800.024	-1661.638	1663.049	809.295	-1674.145	1721.512	600.909	-1720.347	1781.559	607.371	-1650.564	1779.446	1114.492	-1323.205	1583.531	1155.864	-1267.293	1781.896	971.076	-1370.749	1770.906	932.915	-1254.624	1878.719	801.134	-1431.311	1889.029	806.882	-1363.406	1799.580	776.695	-1321.109	1944.614	612.331	-1407.954	1902.699	626.937	-1484.794	1376.372	768.656	-1389.355	1533.833	782.881	-1190.722	1220.841	811.657	-1261.242	1367.563	839.762	-1077.694	1366.835	712.482	-1458.026	1230.782	710.184	-1348.820	1442.622	442.846	-1666.441	1528.327	438.144	-1609.813	1413.393	296.754	-1575.784	1298.366	148.108	-1389.876	1305.846	151.929	-1320.242	1296.807	35.066	-1461.298	1628.084	622.268	-1176.675	1452.539	695.115	-1052.694	1734.516	390.539	-1258.921	1686.551	401.806	-1361.456	1618.235	218.443	-1263.176	1414.020	66.918	-1178.414	1342.410	48.611	-1213.108	1527.158	10.514	-1189.456	1898.691	559.227	-1548.840	2042.246	544.800	-1539.235	2032.924	515.614	-1464.559	1830.749	554.588	-1634.493	1871.490	566.470	-1754.318	1797.993	539.465	-1783.837	1628.336	783.059	-1613.655	1758.144	1218.369	-1432.008	1710.330	1204.877	-1566.075	2000.346	558.122	-1470.139	1789.520	559.817	-1753.031
985	9.84000	06:36:08:17	1797.877	1317.630	-1529.404	1858.629	1210.092	-1625.663	1910.708	1218.810	-1505.661	1638.880	1179.068	-1412.049	1460.326	1117.111	-1296.246	1352.848	958.862	-1202.197	1278.352	818.905	-1138.054	1484.916	736.781	-1324.941	1511.403	795.661	-1340.162	1628.228	882.441	-1403.229	1474.660	1132.496	-1427.341	1610.286	1118.052	-1585.795	1673.887	963.294	-1573.901	1549.141	938.118	-1587.661	1750.925	796.833	-1662.284	1660.976	805.620	-1674.488	1720.237	597.606	-1719.864	1781.188	604.229	-1650.764	1775.707	1114.717	-1317.156	1578.571	1154.472	-1266.021	1779.461	971.752	-1364.859	1766.782	933.159	-1249.369	1874.858	801.760	-1426.462	1881.882	809.130	-1345.780	1798.219	776.215	-1317.262	1951.790	611.681	-1420.510	1899.950	628.754	-1480.952	1374.352	764.646	-1388.169	1534.843	781.051	-1191.596	1221.099	806.892	-1255.322	1370.906	835.441	-1074.352	1354.597	714.166	-1457.082	1227.053	707.657	-1342.932	1407.584	450.815	-1682.462	1500.021	447.248	-1637.165	1393.695	303.103	-1589.877	1300.301	150.866	-1394.176	1315.416	156.237	-1326.733	1296.282	34.328	-1461.655	1630.867	621.145	-1177.895	1457.901	692.102	-1051.123	1737.850	389.121	-1260.678	1688.395	400.759	-1362.237	1620.160	217.767	-1263.755	1415.698	67.677	-1176.838	1343.538	49.850	-1210.792	1528.142	10.540	-1189.439	1895.557	561.220	-1545.226	2039.188	547.749	-1537.717	2031.258	518.127	-1463.029	1831.038	551.880	-1636.236	1870.007	564.120	-1756.609	1796.298	536.498	-1785.066	1627.794	779.604	-1612.662	1758.040	1217.474	-1425.918	1712.321	1202.570	-1560.489	1998.339	560.321	-1467.798	1788.164	556.855	-1754.164
986	9.85000	06:36:08:17	1799.455	1316.073	-1523.188	1861.594	1208.029	-1617.497	1912.226	1217.742	-1496.441	1636.665	1177.518	-1409.171	1456.590	1113.981	-1296.869	1352.367	954.136	-1201.958	1280.284	813.942	-1134.840	1485.898	734.598	-1325.212	1511.603	792.018	-1338.275	1627.537	879.927	-1400.119	1473.144	1128.994	-1427.597	1611.882	1114.818	-1583.351	1675.175	960.258	-1572.613	1550.285	935.213	-1586.766	1750.308	793.363	-1662.746	1660.187	802.138	-1674.230	1718.528	594.321	-1720.655	1780.103	600.739	-1652.088	1767.983	1113.050	-1307.929	1573.663	1153.345	-1264.975	1776.952	972.711	-1358.997	1762.776	934.172	-1244.095	1872.365	804.042	-1420.413	1883.577	809.363	-1353.023	1796.680	776.133	-1313.856	1950.101	613.918	-1416.365	1897.446	630.838	-1477.863	1373.616	760.612	-1387.281	1536.030	778.995	-1192.051	1221.818	801.938	-1251.086	1373.482	831.007	-1071.962	1343.755	715.062	-1454.904	1224.281	705.562	-1338.252	1370.256	458.868	-1695.134	1467.706	456.793	-1661.083	1371.428	309.621	-1603.780	1302.882	153.535	-1399.765	1325.033	160.460	-1334.368	1296.638	33.374	-1461.327	1633.379	619.321	-1178.990	1461.969	688.825	-1049.626	1741.265	387.543	-1261.384	1690.767	399.488	-1362.062	1622.020	216.761	-1263.963	1416.807	68.187	-1175.815	1344.382	51.019	-1209.307	1528.783	10.681	-1189.482	1892.278	563.347	-1541.526	2036.025	550.760	-1535.635	2029.307	520.719	-1461.071	1830.253	548.502	-1638.548	1867.618	560.947	-1759.347	1793.809	533.411	-1786.992	1627.481	776.301	-1612.070	1757.608	1216.483	-1421.042	1714.815	1200.482	-1555.161	1996.153	562.744	-1465.129	1785.775	553.738	-1755.871
987	9.86000	06:36:08:17	1801.661	1314.773	-1516.558	1873.918	1204.315	-1608.866	1913.923	1216.858	-1486.671	1634.539	1176.266	-1406.856	1453.313	1110.569	-1297.774	1351.453	949.464	-1202.274	1281.844	809.427	-1133.149	1487.768	732.086	-1325.845	1512.980	788.579	-1336.127	1627.455	877.837	-1396.919	1471.887	1125.458	-1427.892	1613.583	1111.562	-1581.223	1677.780	956.043	-1577.229	1551.609	932.186	-1586.063	1749.863	789.864	-1663.304	1660.276	799.041	-1673.771	1716.054	591.405	-1722.101	1778.617	596.882	-1655.392	1764.331	1114.193	-1302.368	1568.892	1151.995	-1264.164	1774.647	974.195	-1353.343	1758.817	935.566	-1238.992	1869.639	805.813	-1414.737	1879.190	811.266	-1342.319	1795.525	776.143	-1311.775	1947.935	616.049	-1411.934	1894.716	633.143	-1474.014	1374.290	756.181	-1386.709	1537.280	776.402	-1192.156	1222.718	797.452	-1249.394	1374.946	826.568	-1070.896	1334.713	714.110	-1451.667	1222.650	703.781	-1335.354	1331.143	466.362	-1703.445	1432.766	465.767	-1681.725	1345.872	315.172	-1616.283	1304.488	156.144	-1405.982	1333.100	165.099	-1343.003	1297.169	31.873	-1454.844	1635.582	617.232	-1178.721	1464.704	685.170	-1048.742	1744.679	385.022	-1260.124	1694.174	397.956	-1360.913	1623.769	215.456	-1263.951	1417.485	68.617	-1175.802	1344.875	52.037	-1209.308	1528.499	10.765	-1189.507	1889.317	565.714	-1537.824	2033.107	553.938	-1533.073	2027.143	523.382	-1458.778	1828.386	544.389	-1641.585	1865.065	557.060	-1762.992	1790.080	530.360	-1789.671	1627.333	773.297	-1611.932	1755.769	1215.789	-1414.687	1717.872	1198.746	-1549.820	1993.752	565.253	-1462.457	1782.745	550.504	-1758.397
988	9.87000	06:36:08:17	1804.209	1314.280	-1509.755	1879.044	1203.403	-1598.962	1915.885	1216.301	-1476.876	1632.944	1175.289	-1404.548	1450.677	1106.979	-1298.826	1350.501	944.946	-1203.460	1282.175	805.077	-1133.607	1490.200	729.062	-1326.109	1525.180	783.180	-1317.690	1627.701	876.152	-1393.710	1471.287	1121.463	-1428.294	1615.446	1108.494	-1579.003	1679.038	952.298	-1582.815	1552.859	929.145	-1585.187	1749.488	786.432	-1664.004	1660.149	796.477	-1673.694	1712.860	588.816	-1724.263	1776.562	593.343	-1659.177	1761.305	1115.884	-1297.195	1564.483	1150.610	-1263.401	1772.451	976.113	-1347.871	1755.484	937.193	-1236.785	1866.749	808.029	-1408.443	1875.968	812.933	-1335.024	1793.472	776.899	-1307.665	1940.655	619.546	-1395.792	1892.188	635.703	-1469.669	1376.604	751.809	-1389.348	1540.225	774.382	-1191.521	1223.574	794.020	-1249.620	1375.039	822.218	-1071.095	1326.815	711.746	-1448.049	1221.853	701.687	-1334.155	1292.914	472.279	-1706.123	1396.457	473.209	-1697.714	1318.560	319.501	-1624.575	1304.699	158.264	-1411.896	1337.889	170.026	-1352.348	1300.518	30.202	-1456.619	1637.208	614.917	-1177.216	1465.336	681.425	-1048.113	1748.442	382.900	-1256.941	1698.404	396.351	-1358.613	1625.671	214.025	-1263.285	1417.664	68.839	-1176.624	1345.010	53.074	-1210.639	1528.249	10.784	-1190.361	1886.574	568.633	-1534.258	2030.508	556.792	-1529.989	2024.632	525.590	-1455.911	1825.841	539.992	-1644.949	1861.827	552.480	-1767.384	1785.518	527.230	-1792.920	1627.241	770.476	-1611.990	1755.656	1215.455	-1408.615	1721.018	1198.034	-1545.122	1991.360	567.681	-1459.060	1778.669	547.368	-1761.427
989	9.88000	06:36:08:18	1806.804	1314.479	-1503.142	1883.637	1203.342	-1590.439	1916.418	1215.955	-1465.829	1632.027	1173.787	-1403.084	1448.668	1103.188	-1299.991	1349.299	940.522	-1205.715	1281.098	800.810	-1136.356	1492.518	725.299	-1326.206	1525.857	780.399	-1320.392	1628.521	874.958	-1390.465	1471.358	1117.554	-1428.658	1617.688	1105.618	-1576.891	1680.595	949.067	-1581.933	1554.310	926.105	-1584.054	1749.100	783.153	-1664.961	1659.599	794.252	-1674.588	1709.164	586.467	-1726.650	1773.432	589.493	-1662.364	1758.922	1117.927	-1292.300	1559.835	1149.010	-1262.213	1771.257	977.856	-1342.605	1752.286	938.829	-1232.121	1865.058	809.451	-1402.465	1873.648	814.210	-1328.973	1791.531	777.335	-1304.032	1937.988	621.244	-1390.970	1889.811	638.308	-1464.437	1378.133	746.200	-1386.848	1540.842	770.851	-1190.840	1223.447	791.680	-1252.784	1373.393	818.159	-1072.541	1318.573	709.169	-1444.892	1220.700	698.569	-1334.466	1256.637	476.146	-1705.306	1360.644	478.456	-1709.001	1292.092	322.190	-1628.847	1302.998	159.233	-1416.642	1340.501	174.703	-1361.021	1301.497	28.533	-1456.415	1638.157	612.576	-1174.650	1464.218	677.545	-1047.750	1752.070	380.658	-1252.543	1703.622	394.678	-1355.394	1627.890	212.687	-1261.723	1417.462	69.275	-1178.019	1345.106	54.174	-1213.024	1527.715	10.904	-1191.469	1884.363	571.793	-1530.929	2028.593	559.187	-1525.399	2022.124	527.527	-1452.754	1822.090	535.087	-1648.701	1857.223	548.261	-1771.839	1780.142	524.371	-1796.674	1627.077	767.884	-1612.219	1756.197	1215.704	-1402.752	1724.637	1197.959	-1539.977	1989.025	569.852	-1456.326	1774.001	544.331	-1764.970
990	9.89000	06:36:08:18	1809.369	1315.105	-1496.721	1886.992	1204.243	-1581.457	1918.370	1216.411	-1457.580	1631.474	1172.458	-1401.089	1447.218	1099.456	-1301.261	1347.742	936.307	-1208.905	1279.234	797.301	-1140.249	1494.291	720.485	-1328.102	1528.684	777.104	-1320.756	1630.206	874.151	-1386.467	1472.174	1113.729	-1429.043	1620.378	1102.928	-1574.701	1679.835	942.691	-1582.396	1556.103	923.301	-1582.814	1744.416	777.034	-1663.971	1659.353	792.096	-1674.912	1704.947	584.360	-1729.485	1769.858	585.796	-1665.913	1757.157	1119.842	-1287.650	1556.630	1147.125	-1261.439	1771.129	979.451	-1337.534	1749.447	940.366	-1227.491	1864.142	811.148	-1396.306	1870.347	815.510	-1318.503	1789.473	780.228	-1299.252	1935.625	622.223	-1386.560	1888.171	640.707	-1460.201	1381.312	740.393	-1387.341	1540.482	766.782	-1189.961	1222.550	790.085	-1257.630	1370.347	814.447	-1074.981	1309.738	707.102	-1442.551	1218.896	695.406	-1335.644	1223.657	477.701	-1702.265	1326.997	481.121	-1715.513	1268.379	322.763	-1630.164	1298.615	159.490	-1419.792	1339.144	178.302	-1367.683	1300.171	27.226	-1456.358	1638.393	610.519	-1171.023	1461.392	673.792	-1047.552	1755.585	378.609	-1247.147	1709.920	393.051	-1351.724	1630.174	211.423	-1259.305	1416.923	69.963	-1179.940	1344.804	55.704	-1215.798	1526.189	10.415	-1193.392	1882.784	574.945	-1527.836	2026.815	561.248	-1521.495	2019.743	528.810	-1449.378	1818.019	530.787	-1653.464	1851.775	544.133	-1776.762	1773.945	521.706	-1800.880	1626.978	765.485	-1612.669	1757.137	1216.468	-1397.073	1727.746	1198.531	-1534.691	1985.726	571.017	-1445.001	1768.496	541.551	-1768.962
991	9.90000	06:36:08:18	1811.274	1315.986	-1490.701	1889.647	1205.109	-1574.678	1920.030	1217.313	-1450.478	1631.481	1170.937	-1398.789	1446.281	1095.902	-1301.937	1346.005	932.351	-1212.556	1277.175	794.283	-1144.732	1494.591	715.998	-1325.765	1530.290	773.803	-1323.510	1632.937	874.222	-1381.558	1473.513	1110.081	-1429.323	1623.646	1100.298	-1572.422	1681.840	939.117	-1582.020	1558.356	920.542	-1581.448	1741.682	772.289	-1665.734	1659.094	790.044	-1675.430	1700.370	582.532	-1732.637	1766.020	582.154	-1669.826	1755.515	1121.367	-1279.921	1554.108	1144.928	-1260.478	1771.712	980.950	-1332.731	1747.212	941.507	-1223.172	1863.851	812.285	-1390.115	1868.747	815.915	-1311.570	1786.727	781.133	-1292.338	1933.661	622.906	-1382.270	1887.158	642.799	-1456.201	1382.659	736.158	-1386.635	1539.111	762.503	-1189.132	1221.001	788.415	-1262.711	1366.219	810.998	-1078.076	1300.105	704.991	-1440.854	1216.885	692.739	-1337.314	1194.999	477.408	-1697.862	1297.463	481.313	-1718.963	1246.769	321.941	-1629.441	1289.614	158.982	-1420.818	1332.090	180.178	-1371.633	1296.527	25.311	-1455.713	1637.848	608.986	-1167.621	1457.488	670.336	-1047.586	1758.875	376.912	-1241.240	1715.763	391.577	-1347.391	1632.467	210.337	-1256.420	1416.531	70.594	-1181.380	1344.828	57.307	-1218.256	1525.825	10.629	-1193.790	1881.780	577.668	-1524.863	2025.862	563.209	-1517.723	2019.325	529.575	-1447.009	1813.311	526.507	-1658.822	1845.902	540.210	-1782.353	1767.256	519.223	-1805.393	1626.470	763.091	-1612.915	1758.200	1217.403	-1391.601	1730.052	1199.321	-1529.433	1984.186	572.273	-1441.032	1762.584	538.932	-1773.267
992	9.91000	06:36:08:18	1812.209	1316.679	-1485.272	1891.271	1206.241	-1568.732	1921.170	1218.438	-1444.230	1631.971	1169.110	-1396.470	1445.689	1092.341	-1302.519	1344.213	928.668	-1216.228	1274.205	791.663	-1149.465	1493.852	711.152	-1325.725	1531.744	770.527	-1325.806	1635.761	874.024	-1376.886	1475.143	1106.504	-1429.500	1627.172	1097.683	-1570.080	1683.753	935.515	-1581.706	1560.978	918.159	-1580.354	1741.322	769.062	-1667.971	1659.278	787.725	-1674.783	1695.664	580.927	-1735.870	1762.150	578.670	-1674.135	1754.884	1122.252	-1275.849	1551.696	1141.980	-1259.385	1772.537	981.806	-1328.038	1742.913	942.074	-1216.593	1865.546	814.292	-1385.809	1868.008	815.788	-1305.429	1785.544	781.598	-1287.840	1932.566	623.073	-1378.365	1886.825	644.264	-1452.415	1382.698	733.187	-1390.240	1536.651	758.520	-1188.672	1218.904	786.651	-1268.019	1361.624	807.790	-1081.261	1291.005	702.359	-1439.633	1213.994	690.305	-1338.932	1171.161	476.165	-1693.682	1272.942	479.369	-1719.426	1226.626	319.991	-1627.173	1278.531	155.940	-1421.552	1319.685	179.544	-1372.880	1290.275	21.891	-1455.185	1636.500	608.007	-1164.272	1453.036	667.078	-1047.857	1761.580	375.706	-1235.289	1721.290	390.492	-1343.165	1634.595	209.415	-1253.227	1416.195	71.336	-1182.264	1344.925	58.800	-1220.004	1525.212	10.696	-1194.418	1881.456	579.829	-1521.992	2025.870	564.487	-1513.831	2018.416	529.976	-1443.942	1808.154	522.129	-1664.952	1839.590	536.319	-1788.393	1760.270	517.296	-1810.491	1626.884	760.854	-1613.416	1758.872	1217.958	-1386.726	1731.699	1199.834	-1524.018	1983.314	572.927	-1437.375	1756.409	536.586	-1777.985
993	9.92000	06:36:08:19	1812.000	1316.967	-1480.286	1891.980	1207.170	-1563.625	1921.441	1219.366	-1439.003	1632.632	1166.973	-1393.961	1445.380	1088.922	-1302.582	1342.345	925.498	-1219.310	1270.916	789.583	-1153.163	1491.925	706.367	-1325.936	1532.541	767.404	-1327.580	1638.529	873.143	-1372.689	1476.745	1103.053	-1429.248	1630.611	1095.068	-1567.473	1686.617	932.582	-1581.767	1563.770	915.965	-1579.444	1741.592	766.335	-1670.305	1659.665	785.916	-1675.432	1691.046	579.829	-1739.084	1758.271	575.161	-1678.566	1754.633	1122.484	-1272.178	1550.394	1139.264	-1258.021	1773.792	981.830	-1323.739	1741.833	941.841	-1212.655	1866.383	814.567	-1380.625	1867.911	815.187	-1300.107	1785.298	781.424	-1283.546	1932.691	622.911	-1374.913	1887.066	644.842	-1448.707	1381.624	729.459	-1391.705	1534.208	754.416	-1188.937	1216.346	785.167	-1272.379	1357.524	804.812	-1084.221	1284.038	699.325	-1438.999	1209.989	687.728	-1340.034	1152.134	473.974	-1690.106	1253.853	474.817	-1717.277	1208.298	316.671	-1624.225	1263.943	151.187	-1420.262	1303.506	175.553	-1370.671	1281.549	17.445	-1454.072	1634.568	607.490	-1161.828	1448.753	664.235	-1048.107	1763.565	375.051	-1229.994	1725.673	389.684	-1339.486	1636.435	208.672	-1250.286	1416.193	71.818	-1182.235	1345.091	60.019	-1220.499	1524.541	10.642	-1195.106	1881.683	580.963	-1518.961	2025.974	565.258	-1511.066	2018.460	530.139	-1441.125	1803.400	517.946	-1670.994	1833.245	532.705	-1794.760	1753.205	515.606	-1815.711	1627.596	758.671	-1613.874	1758.765	1217.784	-1382.291	1732.296	1199.753	-1519.695	1983.122	573.343	-1435.381	1750.192	534.570	-1782.890
994	9.93000	06:36:08:19	1810.658	1316.357	-1476.016	1891.892	1207.640	-1559.323	1920.789	1219.710	-1434.540	1633.252	1164.445	-1391.424	1445.258	1085.732	-1302.186	1340.539	922.821	-1221.407	1267.902	787.909	-1155.581	1488.995	701.973	-1326.629	1532.083	764.412	-1329.184	1640.695	871.491	-1369.114	1478.209	1099.938	-1428.698	1633.609	1092.239	-1564.941	1689.474	929.772	-1581.733	1566.643	913.488	-1578.585	1742.026	763.668	-1672.709	1660.302	784.086	-1676.186	1686.866	579.019	-1742.678	1754.879	572.262	-1683.384	1754.717	1121.579	-1269.174	1549.576	1136.128	-1256.355	1775.530	980.693	-1320.058	1741.676	940.430	-1208.766	1867.362	813.559	-1375.795	1868.683	813.904	-1295.437	1785.952	780.199	-1279.342	1933.806	622.272	-1371.734	1888.053	644.600	-1445.271	1378.962	725.662	-1392.793	1531.299	750.790	-1189.732	1213.560	783.959	-1275.189	1354.015	802.141	-1086.531	1279.136	695.947	-1439.485	1205.730	685.540	-1340.438	1137.809	470.358	-1687.440	1239.685	468.054	-1712.516	1192.901	311.932	-1620.828	1248.030	145.581	-1417.005	1284.602	169.753	-1365.797	1273.082	13.373	-1452.216	1632.214	607.157	-1160.551	1445.161	662.005	-1048.546	1764.840	374.937	-1226.090	1728.519	389.031	-1336.708	1637.761	208.153	-1247.808	1416.685	71.864	-1181.287	1345.527	60.708	-1219.583	1524.507	10.312	-1194.814	1882.484	581.071	-1516.011	2026.855	565.361	-1508.579	2019.647	529.986	-1438.889	1799.123	514.088	-1677.251	1827.077	529.468	-1801.515	1746.264	514.512	-1821.125	1628.922	756.389	-1614.521	1757.888	1216.396	-1378.597	1731.981	1198.647	-1516.148	1984.174	573.071	-1432.665	1744.329	533.203	-1788.052
995	9.94000	06:36:08:19	1808.268	1314.918	-1472.213	1891.077	1207.467	-1555.827	1919.405	1219.380	-1430.807	1633.995	1161.289	-1388.892	1445.239	1082.988	-1301.024	1338.842	920.729	-1222.135	1265.440	786.414	-1156.381	1485.570	697.996	-1328.220	1530.817	761.479	-1330.402	1641.946	868.574	-1366.129	1479.334	1097.096	-1427.639	1635.587	1089.634	-1562.922	1692.163	927.226	-1581.478	1569.001	910.976	-1577.594	1742.442	761.436	-1674.927	1661.111	782.483	-1676.959	1683.246	578.530	-1746.252	1752.003	569.829	-1688.190	1754.962	1119.828	-1266.560	1549.170	1132.985	-1254.341	1777.187	978.645	-1316.884	1742.444	938.571	-1205.332	1868.597	811.954	-1371.802	1869.987	811.959	-1291.198	1787.499	778.227	-1275.176	1936.017	621.072	-1369.000	1889.545	643.511	-1442.186	1375.245	722.081	-1393.635	1526.997	746.870	-1192.759	1210.814	782.850	-1276.249	1351.554	799.854	-1087.773	1275.648	692.185	-1440.908	1202.046	684.331	-1340.191	1127.499	464.791	-1686.126	1229.998	460.001	-1707.708	1181.022	306.070	-1617.010	1234.160	139.847	-1413.183	1264.980	162.470	-1359.729	1268.190	9.989	-1449.453	1629.849	606.896	-1160.500	1442.636	660.279	-1049.107	1765.395	375.230	-1223.893	1729.366	388.701	-1335.066	1638.618	207.869	-1246.045	1417.218	71.713	-1179.378	1345.839	60.957	-1217.286	1524.725	9.934	-1193.813	1883.816	580.089	-1513.061	2028.237	565.022	-1506.753	2021.787	529.462	-1437.022	1795.687	510.691	-1683.013	1821.528	527.038	-1808.242	1740.192	514.087	-1826.533	1630.270	754.182	-1615.248	1756.282	1213.905	-1375.468	1731.163	1196.541	-1513.258	1986.102	572.448	-1430.385	1739.177	532.253	-1793.158
996	9.95000	06:36:08:19	1805.391	1312.583	-1469.023	1889.845	1206.790	-1553.219	1917.600	1218.181	-1428.039	1634.455	1158.015	-1386.387	1445.345	1080.458	-1299.153	1337.379	919.014	-1221.422	1263.485	785.031	-1155.696	1481.671	694.838	-1329.434	1528.324	759.124	-1330.353	1642.239	864.768	-1363.524	1480.167	1094.464	-1425.904	1637.143	1086.659	-1560.540	1694.459	924.570	-1580.757	1570.583	908.341	-1576.529	1743.100	759.631	-1676.614	1661.622	781.201	-1677.548	1680.338	578.289	-1749.774	1749.729	567.927	-1692.826	1755.394	1116.949	-1264.396	1549.320	1129.792	-1252.089	1778.765	975.216	-1319.427	1744.744	935.780	-1200.845	1870.077	809.507	-1368.678	1871.982	809.620	-1287.987	1789.655	775.274	-1273.303	1938.906	619.449	-1366.514	1891.545	641.379	-1439.266	1371.198	719.703	-1394.170	1525.155	744.781	-1192.854	1208.281	781.970	-1275.322	1350.234	797.953	-1087.754	1272.264	688.608	-1442.612	1198.537	683.774	-1339.125	1120.228	458.356	-1684.573	1223.355	452.020	-1702.673	1173.573	300.078	-1612.997	1225.235	134.782	-1408.675	1252.970	157.765	-1353.884	1265.396	7.745	-1446.301	1627.458	606.838	-1161.445	1440.998	658.837	-1049.881	1765.294	375.843	-1223.308	1728.677	388.645	-1334.697	1638.771	207.732	-1245.108	1417.938	71.257	-1176.984	1346.150	60.730	-1214.144	1525.228	9.382	-1192.509	1885.601	577.907	-1510.106	2030.326	564.062	-1504.931	2024.800	528.420	-1435.463	1792.786	508.483	-1688.896	1816.793	525.418	-1814.675	1735.129	514.022	-1831.469	1632.769	751.996	-1616.745	1754.478	1210.374	-1373.079	1730.012	1193.559	-1511.017	1988.984	571.021	-1427.368	1734.847	531.606	-1797.837
