NO_OF_FRAMES	1592
NO_OF_CAMERAS	13
NO_OF_MARKERS	58
FREQUENCY	100.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2016-05-26, 16:01:39.212	1310851.58625936
DATA_INCLUDED	3D
MARKER_NAMES	ARIEL	LFHD	RFHD	C7	T5	T10	BWT	FWT	CLAV	STRN	LBSH	LSHO	LFUPA	LBUPA	LIEL	LELB	LOWR	LIWR	RSHO	RBSH	RFUPA	RBUPA	RIEL	RELB	RFRM	ROWR	RIWR	LFWT	RFWT	LBWT	RBWT	LFTHI	LBTHI	LKNE	LKNI	LSHN	LANK	LHEL	LMT5	RFTHI	RBTHI	RKNE	RKNI	RSHN	RANK	RHEL	RMT5	RTHMB	RINDX	RPNKY	LTHMB	LINDX	LPNKY	LFRM	RBHD	LBHD	RPLM	LPLM
TRAJECTORY_TYPES	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Mixed	Mixed	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Measured	Measured	Mixed	Measured	Mixed	Measured	Measured	Mixed	Measured	Mixed	Mixed	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured
Frame	Time	SMPTE	ARIEL X	ARIEL Y	ARIEL Z	LFHD X	LFHD Y	LFHD Z	RFHD X	RFHD Y	RFHD Z	C7 X	C7 Y	C7 Z	T5 X	T5 Y	T5 Z	T10 X	T10 Y	T10 Z	BWT X	BWT Y	BWT Z	FWT X	FWT Y	FWT Z	CLAV X	CLAV Y	CLAV Z	STRN X	STRN Y	STRN Z	LBSH X	LBSH Y	LBSH Z	LSHO X	LSHO Y	LSHO Z	LFUPA X	LFUPA Y	LFUPA Z	LBUPA X	LBUPA Y	LBUPA Z	LIEL X	LIEL Y	LIEL Z	LELB X	LELB Y	LELB Z	LOWR X	LOWR Y	LOWR Z	LIWR X	LIWR Y	LIWR Z	RSHO X	RSHO Y	RSHO Z	RBSH X	RBSH Y	RBSH Z	RFUPA X	RFUPA Y	RFUPA Z	RBUPA X	RBUPA Y	RBUPA Z	RIEL X	RIEL Y	RIEL Z	RELB X	RELB Y	RELB Z	RFRM X	RFRM Y	RFRM Z	ROWR X	ROWR Y	ROWR Z	RIWR X	RIWR Y	RIWR Z	LFWT X	LFWT Y	LFWT Z	RFWT X	RFWT Y	RFWT Z	LBWT X	LBWT Y	LBWT Z	RBWT X	RBWT Y	RBWT Z	LFTHI X	LFTHI Y	LFTHI Z	LBTHI X	LBTHI Y	LBTHI Z	LKNE X	LKNE Y	LKNE Z	LKNI X	LKNI Y	LKNI Z	LSHN X	LSHN Y	LSHN Z	LANK X	LANK Y	LANK Z	LHEL X	LHEL Y	LHEL Z	LMT5 X	LMT5 Y	LMT5 Z	RFTHI X	RFTHI Y	RFTHI Z	RBTHI X	RBTHI Y	RBTHI Z	RKNE X	RKNE Y	RKNE Z	RKNI X	RKNI Y	RKNI Z	RSHN X	RSHN Y	RSHN Z	RANK X	RANK Y	RANK Z	RHEL X	RHEL Y	RHEL Z	RMT5 X	RMT5 Y	RMT5 Z	RTHMB X	RTHMB Y	RTHMB Z	RINDX X	RINDX Y	RINDX Z	RPNKY X	RPNKY Y	RPNKY Z	LTHMB X	LTHMB Y	LTHMB Z	LINDX X	LINDX Y	LINDX Z	LPNKY X	LPNKY Y	LPNKY Z	LFRM X	LFRM Y	LFRM Z	RBHD X	RBHD Y	RBHD Z	LBHD X	LBHD Y	LBHD Z	RPLM X	RPLM Y	RPLM Z	LPLM X	LPLM Y	LPLM Z	
997	9.96000	06:36:08:20	1802.496	1309.737	-1466.330	1888.140	1205.608	-1551.276	1915.617	1216.338	-1425.996	1635.026	1154.641	-1383.967	1445.632	1078.137	-1296.532	1336.279	917.760	-1219.448	1261.811	783.874	-1154.230	1477.287	692.323	-1330.653	1524.621	757.139	-1330.672	1641.306	860.857	-1361.239	1480.683	1092.034	-1423.539	1637.979	1083.718	-1558.269	1696.097	921.813	-1579.583	1570.967	905.913	-1575.390	1742.482	758.295	-1678.388	1661.430	780.063	-1677.921	1678.283	578.108	-1753.163	1748.149	566.706	-1697.142	1755.875	1113.345	-1262.562	1549.843	1126.555	-1249.476	1779.605	971.518	-1317.567	1746.806	932.502	-1197.799	1871.765	806.658	-1366.350	1874.484	806.827	-1286.043	1792.429	772.019	-1270.018	1942.208	617.243	-1365.658	1893.903	638.584	-1436.670	1366.467	718.729	-1393.249	1522.425	742.000	-1194.181	1205.947	781.474	-1273.284	1349.287	796.280	-1086.760	1268.179	685.839	-1443.633	1194.926	683.352	-1337.375	1115.738	452.265	-1685.941	1218.791	445.685	-1698.201	1170.883	294.650	-1609.883	1221.242	131.781	-1404.431	1248.534	154.199	-1349.300	1264.303	6.491	-1444.073	1624.997	606.939	-1163.106	1439.958	657.587	-1050.745	1764.635	376.731	-1224.215	1726.404	388.757	-1335.267	1638.237	207.874	-1244.889	1418.669	70.641	-1174.374	1346.310	60.219	-1210.572	1525.728	8.913	-1191.015	1887.909	574.979	-1507.221	2032.388	562.433	-1503.999	2028.273	527.013	-1433.892	1791.123	507.151	-1694.486	1813.421	525.255	-1820.639	1731.804	514.855	-1836.437	1633.340	749.970	-1617.863	1752.694	1206.337	-1371.122	1728.473	1190.249	-1509.221	1995.677	570.185	-1414.760	1731.916	531.800	-1802.445
998	9.97000	06:36:08:20	1799.744	1306.421	-1464.110	1886.203	1203.776	-1550.074	1913.811	1213.647	-1424.758	1635.557	1151.183	-1381.405	1445.941	1075.988	-1293.282	1335.219	916.573	-1216.594	1259.658	782.727	-1152.338	1472.317	690.682	-1330.887	1520.372	754.816	-1329.760	1638.816	856.950	-1359.453	1480.797	1089.778	-1420.518	1637.986	1081.027	-1555.812	1696.342	919.011	-1578.136	1569.910	903.558	-1574.080	1741.215	757.294	-1679.804	1659.946	778.936	-1678.947	1676.826	577.800	-1756.325	1747.119	565.984	-1700.913	1756.339	1109.066	-1260.839	1550.784	1123.188	-1246.548	1779.669	967.807	-1310.582	1749.046	928.704	-1195.118	1873.311	802.833	-1364.377	1878.899	803.306	-1289.941	1795.311	768.246	-1267.217	1945.759	614.942	-1362.407	1896.618	635.298	-1434.281	1361.547	718.400	-1392.865	1519.767	738.824	-1195.432	1203.525	781.064	-1270.470	1348.626	794.582	-1085.010	1263.216	684.108	-1443.177	1190.832	682.845	-1335.303	1112.687	447.281	-1684.851	1215.788	442.392	-1695.304	1172.764	291.046	-1607.508	1221.681	130.478	-1401.465	1249.727	152.782	-1346.459	1264.539	6.171	-1442.813	1622.481	607.001	-1164.590	1438.948	656.296	-1051.277	1763.483	377.638	-1226.251	1723.119	389.104	-1336.651	1637.358	207.989	-1245.472	1419.094	70.015	-1172.156	1346.303	59.526	-1207.254	1526.032	8.586	-1189.766	1890.659	571.271	-1504.640	2035.203	559.851	-1502.440	2031.089	524.856	-1431.086	1790.567	506.166	-1699.430	1811.732	526.654	-1825.555	1729.949	515.821	-1840.776	1632.468	748.021	-1618.873	1751.080	1201.834	-1369.655	1726.720	1186.647	-1507.821	1996.604	568.204	-1425.839	1730.384	532.627	-1806.682
999	9.98000	06:36:08:20	1797.343	1302.857	-1462.413	1884.144	1201.290	-1549.524	1913.549	1210.709	-1426.105	1635.727	1147.911	-1378.842	1446.202	1074.124	-1289.740	1334.177	915.631	-1213.061	1257.882	781.913	-1149.651	1467.192	689.087	-1331.390	1516.430	751.599	-1329.770	1635.116	853.550	-1358.601	1480.531	1087.897	-1417.242	1637.530	1078.194	-1553.539	1694.835	916.757	-1576.932	1567.908	901.481	-1573.024	1739.490	756.474	-1680.976	1657.481	777.829	-1679.567	1676.055	577.449	-1759.362	1746.578	565.671	-1704.280	1756.785	1104.272	-1259.461	1551.833	1119.668	-1243.324	1779.763	963.446	-1309.067	1751.313	924.455	-1192.945	1873.762	797.906	-1361.688	1882.331	799.689	-1291.986	1798.059	764.223	-1265.148	1952.037	611.080	-1366.420	1899.526	631.522	-1432.404	1356.347	718.473	-1391.704	1516.554	736.092	-1196.367	1200.894	780.562	-1267.151	1347.600	792.807	-1082.849	1257.631	683.598	-1441.191	1186.294	682.215	-1333.148	1111.801	444.936	-1684.224	1214.937	442.549	-1694.847	1175.497	289.870	-1606.158	1225.085	131.306	-1399.951	1254.998	153.930	-1345.389	1265.574	6.708	-1442.311	1619.525	606.976	-1166.276	1437.622	654.873	-1051.198	1762.939	378.336	-1231.396	1719.496	389.606	-1339.052	1636.056	208.179	-1246.944	1419.536	69.114	-1170.845	1346.108	58.453	-1205.037	1526.243	8.455	-1189.051	1893.934	567.151	-1502.516	2038.604	556.743	-1500.530	2035.018	522.222	-1428.426	1790.569	506.278	-1703.658	1811.064	528.669	-1829.555	1729.638	517.449	-1844.652	1630.224	746.388	-1619.841	1749.676	1197.292	-1368.572	1724.880	1182.998	-1506.846	1999.845	565.243	-1424.526	1729.850	533.859	-1810.355
1000	9.99000	06:36:08:20	1795.360	1298.991	-1460.920	1881.862	1198.249	-1549.181	1911.817	1206.702	-1425.975	1635.697	1144.430	-1376.309	1446.261	1072.375	-1285.857	1333.015	914.978	-1209.175	1255.964	781.141	-1146.220	1462.228	687.893	-1330.798	1512.362	748.308	-1329.235	1630.242	850.354	-1358.395	1479.871	1086.357	-1413.665	1635.917	1075.763	-1551.410	1691.527	914.826	-1576.040	1565.278	899.643	-1572.088	1737.418	756.034	-1681.690	1655.156	776.102	-1696.816	1675.579	577.212	-1762.006	1746.302	565.519	-1706.975	1757.055	1099.101	-1258.336	1553.035	1116.323	-1240.088	1779.766	958.819	-1308.032	1753.789	920.004	-1191.645	1875.263	793.900	-1360.498	1884.633	795.579	-1291.911	1800.378	759.897	-1263.675	1956.362	607.270	-1368.797	1902.400	627.765	-1430.104	1350.999	718.671	-1390.095	1513.882	734.718	-1195.589	1197.772	780.030	-1263.127	1346.583	791.250	-1080.348	1252.306	684.069	-1438.050	1181.161	681.645	-1330.384	1113.124	445.520	-1684.150	1216.103	444.880	-1695.934	1177.079	290.593	-1605.850	1230.411	133.173	-1399.677	1262.006	156.325	-1345.978	1267.178	7.823	-1442.359	1616.424	606.649	-1167.847	1435.941	653.179	-1050.443	1760.535	379.141	-1235.113	1714.701	390.275	-1341.663	1634.413	208.362	-1249.404	1419.457	67.946	-1170.322	1345.612	57.091	-1204.055	1527.478	9.662	-1187.334	1897.554	562.943	-1500.689	2042.667	552.841	-1497.779	2037.854	519.244	-1426.202	1790.899	506.719	-1706.886	1811.276	530.889	-1832.420	1730.117	518.862	-1847.881	1627.700	744.691	-1620.686	1748.213	1192.622	-1367.802	1722.866	1179.478	-1506.151	2003.770	560.956	-1427.161	1730.047	534.922	-1813.364
1001	10.00000	06:36:08:21	1793.537	1294.928	-1459.835	1879.561	1194.877	-1549.231	1909.963	1202.068	-1426.120	1635.340	1140.963	-1374.044	1446.058	1070.784	-1281.936	1331.471	914.314	-1205.098	1253.733	780.074	-1142.338	1457.474	686.818	-1330.328	1507.975	745.178	-1328.414	1625.107	847.465	-1358.215	1478.641	1084.886	-1410.068	1633.366	1073.526	-1549.461	1687.288	913.210	-1575.586	1562.375	898.088	-1571.293	1734.830	755.752	-1682.592	1653.429	776.248	-1685.299	1675.379	577.119	-1764.411	1746.001	565.557	-1709.252	1757.157	1093.970	-1257.699	1553.996	1112.944	-1236.956	1779.457	954.112	-1307.607	1755.207	915.075	-1190.550	1876.905	789.881	-1359.979	1886.165	791.668	-1291.456	1802.150	755.476	-1262.974	1957.646	604.174	-1362.908	1905.471	623.490	-1430.008	1345.667	718.832	-1387.758	1510.811	733.306	-1194.751	1194.555	779.211	-1258.710	1345.313	789.885	-1077.549	1247.759	685.095	-1434.665	1176.163	681.354	-1327.304	1116.425	447.554	-1682.611	1219.786	448.389	-1697.725	1179.203	292.993	-1606.957	1235.814	135.539	-1400.539	1269.388	159.169	-1347.371	1268.959	9.175	-1442.998	1613.568	606.141	-1168.920	1434.268	651.317	-1049.220	1757.577	379.913	-1239.681	1710.057	390.863	-1344.865	1632.267	208.496	-1253.002	1419.092	66.979	-1171.168	1345.030	55.474	-1204.403	1527.497	10.031	-1187.551	1901.129	558.555	-1499.288	2046.056	549.092	-1495.545	2041.331	515.867	-1423.040	1790.981	507.219	-1709.472	1811.878	532.932	-1834.471	1730.767	520.185	-1850.618	1625.159	743.221	-1621.592	1746.530	1187.900	-1367.472	1720.502	1175.981	-1505.847	2006.864	557.284	-1425.477	1730.401	535.936	-1815.921
1002	10.01000	06:36:08:21	1791.700	1290.646	-1458.940	1877.093	1191.102	-1549.398	1907.783	1197.037	-1426.224	1634.444	1137.555	-1372.070	1445.641	1069.212	-1278.155	1329.646	913.429	-1200.811	1251.509	778.770	-1137.881	1452.841	686.198	-1328.521	1503.420	742.687	-1327.188	1620.310	844.747	-1357.254	1477.008	1083.557	-1406.703	1630.189	1071.563	-1547.780	1682.699	911.951	-1575.251	1559.540	896.427	-1570.583	1734.405	755.763	-1683.613	1651.255	775.309	-1684.750	1675.086	577.113	-1766.288	1745.570	565.725	-1710.910	1757.034	1088.765	-1257.651	1555.148	1110.006	-1234.132	1778.952	949.154	-1307.464	1755.902	910.067	-1189.970	1878.175	785.584	-1359.428	1887.178	787.634	-1291.316	1803.344	750.942	-1262.553	1959.827	600.216	-1361.498	1907.982	619.346	-1428.896	1340.579	719.003	-1384.706	1506.915	731.090	-1194.710	1191.140	778.115	-1253.863	1343.754	788.533	-1074.042	1244.732	686.272	-1431.716	1171.666	680.702	-1324.016	1122.648	450.282	-1683.224	1226.185	452.097	-1699.288	1183.274	296.213	-1608.932	1240.697	138.008	-1401.794	1275.588	161.346	-1348.810	1270.514	10.594	-1443.807	1610.694	605.447	-1169.863	1432.656	649.346	-1047.741	1754.078	380.664	-1244.844	1704.847	392.286	-1346.301	1629.796	208.631	-1257.051	1418.409	65.922	-1172.577	1344.183	53.787	-1205.431	1526.118	9.040	-1189.866	1904.470	553.979	-1498.109	2049.088	544.715	-1493.987	2044.117	512.029	-1420.295	1790.963	507.790	-1711.294	1812.588	534.730	-1835.695	1731.212	520.947	-1852.488	1623.149	742.258	-1622.356	1744.451	1182.964	-1367.396	1718.078	1172.297	-1505.835	2009.664	553.385	-1423.452	1730.651	536.840	-1817.829
1003	10.02000	06:36:08:21	1789.524	1286.170	-1458.401	1874.346	1187.079	-1549.802	1905.345	1191.836	-1426.732	1633.310	1134.214	-1370.511	1444.925	1067.940	-1274.080	1327.824	912.509	-1196.238	1249.302	777.250	-1133.169	1448.597	685.856	-1326.339	1498.749	740.755	-1325.624	1616.187	842.058	-1356.265	1474.934	1082.194	-1403.410	1626.490	1069.848	-1546.301	1678.787	911.147	-1575.050	1556.417	895.072	-1569.867	1732.498	755.717	-1683.808	1649.037	774.771	-1685.204	1674.634	577.233	-1767.735	1745.083	565.959	-1712.115	1757.189	1083.813	-1261.276	1556.430	1107.066	-1232.103	1778.299	944.437	-1307.912	1756.070	905.215	-1190.164	1879.431	781.485	-1359.469	1887.396	783.689	-1290.079	1804.099	746.472	-1262.651	1961.621	596.146	-1360.504	1910.053	615.039	-1427.978	1335.958	719.390	-1381.196	1504.555	730.211	-1192.558	1187.788	776.606	-1248.589	1342.039	786.869	-1070.148	1243.352	687.492	-1429.534	1167.872	679.831	-1320.730	1131.301	453.027	-1685.383	1235.421	456.029	-1700.408	1189.906	299.406	-1611.038	1244.872	140.243	-1403.043	1280.190	162.922	-1349.938	1271.885	12.005	-1444.739	1608.013	604.525	-1170.883	1431.218	647.382	-1046.196	1750.481	381.417	-1250.867	1699.532	393.459	-1351.523	1627.173	208.855	-1261.462	1417.717	64.761	-1174.279	1343.355	51.847	-1206.741	1525.635	9.440	-1191.154	1907.399	549.298	-1497.172	2051.998	540.555	-1491.776	2046.265	508.709	-1417.041	1790.753	508.193	-1712.746	1812.869	536.041	-1836.589	1731.612	522.216	-1854.231	1621.338	741.511	-1622.899	1742.097	1177.916	-1367.625	1715.003	1168.618	-1506.637	2011.899	549.380	-1421.786	1730.735	537.624	-1819.295
1004	10.03000	06:36:08:21	1787.122	1281.650	-1458.152	1871.336	1182.952	-1550.629	1902.687	1186.594	-1427.912	1631.623	1131.029	-1369.267	1444.044	1066.426	-1270.429	1326.032	911.274	-1191.482	1247.042	775.512	-1128.341	1444.404	685.967	-1323.083	1494.015	739.303	-1323.786	1612.448	839.241	-1355.159	1472.547	1080.915	-1400.186	1622.507	1068.308	-1545.027	1675.650	910.400	-1574.178	1553.018	893.724	-1568.938	1730.756	756.158	-1683.882	1646.807	774.676	-1685.481	1673.883	577.373	-1768.557	1744.280	566.291	-1712.910	1756.641	1079.087	-1262.497	1556.736	1104.362	-1229.868	1777.716	939.857	-1308.757	1755.658	900.637	-1190.878	1880.242	777.245	-1359.714	1888.451	779.974	-1290.477	1804.471	742.160	-1263.073	1962.747	592.355	-1359.541	1911.644	610.569	-1427.729	1332.784	720.527	-1380.858	1501.821	728.962	-1190.342	1184.746	775.061	-1243.314	1340.317	784.807	-1065.914	1243.290	688.887	-1427.897	1164.767	679.373	-1317.668	1142.187	455.466	-1687.964	1246.758	459.433	-1700.696	1198.298	301.820	-1613.416	1248.216	142.141	-1404.086	1283.273	163.721	-1350.374	1273.093	13.261	-1445.703	1605.388	603.379	-1171.973	1429.790	645.016	-1044.631	1746.572	382.282	-1257.100	1693.710	394.636	-1356.980	1624.321	209.141	-1266.019	1417.047	63.651	-1175.903	1342.592	49.887	-1207.786	1525.201	9.936	-1192.377	1909.628	544.647	-1496.728	2054.151	536.162	-1489.947	2048.203	504.303	-1415.968	1790.241	508.690	-1713.756	1812.666	537.140	-1837.441	1731.461	523.105	-1855.299	1619.351	741.016	-1623.081	1739.607	1172.921	-1368.003	1712.099	1164.739	-1507.101	2013.444	545.361	-1419.969	1730.384	538.302	-1820.270
1005	10.04000	06:36:08:22	1784.700	1277.364	-1458.270	1867.996	1178.907	-1551.756	1899.866	1181.538	-1428.863	1629.609	1128.081	-1368.152	1443.041	1065.147	-1266.672	1324.283	910.516	-1185.469	1244.781	773.781	-1123.593	1441.017	686.050	-1320.226	1489.269	738.252	-1321.740	1607.538	836.112	-1354.085	1469.967	1079.671	-1397.095	1618.225	1066.947	-1543.860	1672.587	910.262	-1573.041	1549.553	892.482	-1568.087	1728.495	756.396	-1683.700	1644.409	774.756	-1685.065	1672.844	577.494	-1768.914	1743.347	566.653	-1713.315	1755.775	1074.657	-1263.800	1556.727	1101.768	-1227.809	1776.545	935.394	-1309.773	1754.976	896.390	-1192.255	1880.627	773.204	-1360.201	1888.159	776.348	-1290.016	1804.496	738.147	-1263.816	1963.511	588.303	-1358.881	1912.664	606.322	-1427.442	1329.529	721.458	-1377.955	1499.127	727.482	-1188.106	1182.005	773.746	-1238.335	1338.454	782.471	-1061.688	1244.382	689.994	-1426.663	1162.523	679.164	-1314.914	1154.879	457.482	-1690.913	1259.888	462.076	-1699.792	1208.776	303.448	-1615.281	1251.400	142.696	-1404.837	1285.397	163.950	-1350.182	1274.195	14.481	-1446.799	1602.613	602.244	-1173.061	1428.108	642.394	-1043.007	1743.259	383.079	-1266.138	1687.612	395.791	-1361.709	1621.345	209.462	-1270.524	1416.430	62.392	-1177.087	1341.689	47.937	-1208.416	1524.926	10.362	-1193.571	1911.018	539.862	-1495.924	2055.550	531.681	-1488.519	2049.364	500.424	-1414.305	1789.734	509.324	-1714.425	1811.736	538.122	-1838.124	1730.683	523.818	-1855.864	1617.186	740.310	-1622.938	1737.070	1168.263	-1368.521	1708.979	1161.025	-1507.625	2014.439	541.163	-1418.298	1729.470	538.892	-1820.779
1006	10.05000	06:36:08:22	1782.397	1273.331	-1458.677	1864.474	1174.901	-1553.228	1897.003	1176.532	-1430.908	1627.566	1125.388	-1367.053	1442.003	1063.760	-1262.998	1322.932	909.331	-1180.488	1242.417	772.244	-1119.166	1438.010	686.340	-1317.523	1484.564	737.523	-1319.552	1602.382	833.122	-1355.810	1467.339	1078.613	-1394.013	1614.011	1065.717	-1542.701	1669.075	910.188	-1572.179	1545.840	891.439	-1566.998	1725.805	756.631	-1683.449	1641.598	774.680	-1684.231	1671.480	577.475	-1768.886	1742.225	567.120	-1713.501	1758.086	1072.317	-1268.142	1556.580	1099.387	-1225.794	1775.318	931.257	-1311.254	1754.089	892.549	-1194.050	1880.597	769.415	-1361.361	1887.682	772.906	-1290.273	1804.265	734.361	-1264.727	1963.876	584.653	-1358.557	1913.074	601.957	-1427.368	1326.513	722.462	-1374.703	1496.657	726.278	-1185.199	1179.545	772.643	-1234.379	1336.548	780.021	-1057.666	1246.085	691.159	-1425.633	1159.965	679.720	-1312.866	1168.905	458.983	-1693.510	1274.343	464.024	-1697.991	1220.732	304.705	-1616.746	1254.136	143.145	-1405.409	1286.726	163.796	-1349.591	1275.411	15.614	-1448.104	1599.754	600.850	-1174.030	1426.152	639.394	-1041.328	1740.231	384.002	-1276.287	1681.519	397.004	-1366.985	1618.301	209.777	-1274.736	1416.023	61.205	-1177.859	1341.008	45.835	-1208.524	1524.741	10.637	-1194.467	1911.573	535.121	-1495.116	2056.081	527.155	-1487.599	2049.877	496.503	-1413.192	1789.112	510.111	-1714.863	1809.647	539.488	-1838.185	1729.490	524.382	-1856.073	1614.804	739.402	-1622.453	1734.695	1164.118	-1369.163	1705.537	1157.794	-1508.179	2013.682	536.739	-1410.567	1728.275	539.361	-1820.972
1007	10.06000	06:36:08:22	1780.179	1269.855	-1459.307	1860.528	1171.161	-1554.967	1894.180	1171.882	-1432.822	1625.590	1123.077	-1365.878	1441.096	1062.581	-1259.317	1321.552	908.226	-1175.905	1240.291	770.849	-1115.203	1435.375	686.235	-1315.460	1479.951	737.038	-1317.285	1595.319	830.584	-1363.520	1464.789	1077.787	-1390.861	1609.902	1064.729	-1541.398	1668.452	912.283	-1572.452	1542.090	890.611	-1565.885	1722.756	757.023	-1682.990	1638.911	774.315	-1681.394	1669.710	577.389	-1768.432	1740.755	567.586	-1713.244	1757.302	1068.883	-1269.615	1556.422	1097.139	-1223.739	1773.575	927.271	-1312.584	1753.444	889.113	-1196.226	1880.109	765.764	-1362.698	1887.279	769.536	-1292.304	1803.697	731.030	-1265.817	1960.752	581.931	-1353.875	1912.816	597.695	-1427.179	1322.888	722.961	-1367.950	1493.710	724.561	-1183.061	1177.311	772.100	-1230.600	1334.505	777.683	-1053.959	1247.972	692.094	-1424.761	1157.380	680.815	-1311.542	1183.848	460.216	-1695.680	1289.361	465.662	-1695.113	1233.331	305.775	-1617.585	1256.753	143.376	-1405.706	1287.591	163.036	-1348.379	1276.751	16.746	-1449.390	1596.794	599.498	-1174.668	1423.753	636.378	-1039.653	1736.694	384.926	-1284.082	1675.526	397.904	-1371.507	1615.258	209.995	-1278.451	1415.782	59.971	-1178.200	1340.403	43.734	-1208.072	1524.623	10.882	-1194.980	1911.548	530.349	-1494.540	2056.044	522.714	-1486.825	2049.910	492.752	-1412.171	1788.185	511.179	-1714.820	1807.867	540.826	-1838.266	1728.010	524.907	-1855.861	1612.055	738.868	-1621.548	1732.335	1160.666	-1369.888	1701.976	1155.152	-1508.690	2013.498	532.746	-1409.747	1726.755	539.823	-1820.752
1008	10.07000	06:36:08:22	1777.976	1266.818	-1460.166	1856.879	1167.625	-1559.255	1891.331	1167.798	-1435.166	1623.595	1121.032	-1364.521	1440.106	1061.362	-1255.702	1320.357	907.252	-1171.789	1238.105	769.707	-1111.851	1432.650	686.112	-1312.875	1475.482	736.716	-1315.007	1591.924	828.602	-1363.113	1462.273	1077.201	-1387.694	1605.695	1063.817	-1539.922	1664.410	911.979	-1571.715	1538.123	890.030	-1564.459	1719.482	757.471	-1682.530	1635.448	773.721	-1680.079	1667.826	577.292	-1767.865	1739.051	568.214	-1712.880	1756.167	1065.627	-1270.846	1555.996	1094.905	-1221.480	1771.543	923.612	-1314.162	1752.659	885.959	-1198.187	1878.955	762.267	-1364.435	1886.258	766.709	-1293.857	1802.839	727.971	-1267.202	1959.754	578.610	-1353.797	1911.873	593.768	-1427.006	1320.122	723.631	-1364.608	1492.740	724.939	-1178.208	1175.054	771.874	-1227.294	1332.428	775.587	-1050.769	1249.702	693.041	-1423.982	1154.653	682.078	-1310.853	1199.228	461.427	-1697.176	1304.517	467.080	-1691.584	1245.783	306.789	-1617.682	1259.515	143.686	-1405.814	1288.529	162.663	-1347.321	1278.203	17.806	-1450.503	1593.730	598.204	-1175.109	1421.211	633.501	-1038.074	1732.746	385.491	-1290.172	1669.748	398.546	-1375.446	1611.921	210.076	-1282.357	1415.392	58.587	-1178.175	1339.824	41.680	-1207.229	1524.518	10.985	-1195.220	1911.043	525.929	-1494.276	2055.350	518.174	-1486.410	2049.056	489.411	-1410.459	1787.001	512.266	-1714.450	1805.993	542.268	-1838.041	1726.422	525.404	-1855.411	1608.906	738.475	-1620.553	1730.089	1157.830	-1370.642	1698.196	1152.960	-1509.159	2012.790	528.897	-1409.253	1724.992	540.320	-1820.307
1009	10.08000	06:36:08:23	1775.531	1264.243	-1461.122	1852.776	1164.576	-1561.691	1888.178	1164.171	-1437.328	1621.579	1119.292	-1363.075	1439.317	1059.938	-1252.207	1318.896	906.309	-1168.374	1235.713	768.749	-1109.058	1429.935	685.900	-1310.510	1471.210	736.479	-1312.782	1588.244	826.518	-1363.849	1459.929	1076.972	-1384.544	1601.651	1063.099	-1538.323	1660.196	911.582	-1570.380	1534.077	889.466	-1563.002	1715.943	757.816	-1681.624	1631.218	773.044	-1678.458	1665.729	577.365	-1767.129	1737.041	568.803	-1712.131	1754.944	1062.485	-1271.638	1555.728	1092.885	-1219.271	1769.399	920.581	-1316.208	1751.961	882.989	-1199.775	1877.417	759.146	-1366.363	1885.414	763.950	-1297.492	1801.562	725.298	-1268.897	1958.419	575.564	-1353.996	1910.731	590.005	-1427.450	1317.425	724.084	-1361.563	1490.749	723.796	-1175.597	1172.781	771.734	-1224.585	1330.281	773.801	-1048.077	1250.918	694.075	-1423.179	1152.044	682.974	-1310.617	1214.688	462.643	-1697.937	1319.579	468.629	-1687.413	1257.962	307.959	-1617.272	1262.294	143.980	-1405.860	1289.742	162.390	-1346.133	1279.896	19.059	-1451.373	1590.837	596.997	-1175.463	1418.596	631.090	-1036.610	1728.776	385.989	-1294.750	1664.260	398.920	-1379.116	1609.354	209.915	-1284.356	1414.967	57.431	-1177.822	1339.463	39.681	-1206.145	1524.457	11.015	-1195.164	1909.860	521.328	-1493.951	2054.359	513.682	-1485.934	2048.040	485.458	-1410.665	1785.465	513.289	-1713.756	1804.102	543.653	-1837.403	1724.829	526.031	-1854.754	1605.460	738.240	-1619.453	1727.765	1155.537	-1371.281	1694.339	1151.095	-1509.429	2011.490	525.253	-1409.155	1723.274	540.894	-1819.632
